_id,_action,_visible,_lat,_lon
-126570,modify,true,-16.90874013984,145.75664524471
-126571,modify,true,-16.90894987578,145.75677600322
-126573,modify,true,-16.90922584377,145.75699137018
-126575,modify,true,-16.9094098222,145.75714520372
-126577,modify,true,-16.90957540264,145.75728365391
-126579,modify,true,-16.909715226,145.75738364571
-126581,modify,true,-16.9100132702,145.75761824186
-126583,modify,true,-16.91018620921,145.75775669205
-126585,modify,true,-16.91035178896,145.75787975888
-126587,modify,true,-16.91064247307,145.75810666335
-126589,modify,true,-16.91092947719,145.75832587615
-126591,modify,true,-16.91115024929,145.75847970969
-126593,modify,true,-16.91121648087,145.75854508894
-126595,modify,true,-16.91142621406,145.75882583515
-126597,modify,true,-16.91152556128,145.75896428534
-126599,modify,true,-16.91168745665,145.75917195677
-126601,modify,true,-16.91184935557,145.7592642569
-126603,modify,true,-16.91209956271,145.75942578212
-126605,modify,true,-16.9123056154,145.75954884895
-126607,modify,true,-16.91250430886,145.75971037417
-126609,modify,true,-16.91256318095,145.75981036597
-126611,modify,true,-16.91262941203,145.76001034957
-126613,modify,true,-16.91274715613,145.76034109168
-126615,modify,true,-16.91292377212,145.76057184199
-126617,modify,true,-16.91321077277,145.76081797566
-126619,modify,true,-16.91349777298,145.76106410932
-126621,modify,true,-16.91365967034,145.76119486783
-126623,modify,true,-16.91385836237,145.7613410097
-126625,modify,true,-16.91404969523,145.76139485144
-126627,modify,true,-16.91460161586,145.76162560175
-126629,modify,true,-16.91486653719,145.76180251032
-126631,modify,true,-16.9151682527,145.76204864398
-126633,modify,true,-16.91544789103,145.76230246933
-126635,modify,true,-16.91574224672,145.76254860299
-126637,modify,true,-16.91585262998,145.76264090312
-126639,modify,true,-16.91602924307,145.76281781169
-126641,modify,true,-16.91623529146,145.76302548697
-126643,modify,true,-16.91650021049,145.76327162063
-126645,modify,true,-16.9168387176,145.76356390436
-126647,modify,true,-16.91708891812,145.76378696299
-126649,modify,true,-16.91725817122,145.76394848821
-126651,modify,true,-16.91747157709,145.76412539678
-126653,modify,true,-16.91783951768,145.76447152225
-126655,modify,true,-16.91815594601,145.76472534759
-126657,modify,true,-16.91857539669,145.76491763952
-126659,modify,true,-16.91894333512,145.76524068995
-126661,modify,true,-16.9192008916,145.76558681542
-126663,modify,true,-16.91945108897,145.7658944825
-126665,modify,true,-16.91975279714,145.76624829965
-126667,modify,true,-16.92006186353,145.76660211679
-126669,modify,true,-16.92037092942,145.76695593393
-126671,modify,true,-16.92065791872,145.76721745095
-126673,modify,true,-16.92094490759,145.76746358462
-126675,modify,true,-16.92118774398,145.76768664325
-126677,modify,true,-16.92146737337,145.76799431033
-126679,modify,true,-16.92187209939,145.7683404358
-126681,modify,true,-16.92211493458,145.76858656946
-126683,modify,true,-16.92237984534,145.76877886139
-126685,modify,true,-16.92276985218,145.7690096117
