_id,_action,_visible,_lat,_lon
-126687,modify,true,-16.91513514128,145.75546457229
-126688,modify,true,-16.91538166461,145.75559917664
-126690,modify,true,-16.915238166,145.75579916024
-126692,modify,true,-16.9150247576,145.75562609751
-126696,modify,true,-16.91177944837,145.75888736857
-126697,modify,true,-16.91183832069,145.75886813938
-126699,modify,true,-16.91192294962,145.75893351863
-126701,modify,true,-16.91204069415,145.75907196882
-126703,modify,true,-16.91220995179,145.75915657727
-126705,modify,true,-16.91239760682,145.75930271913
-126707,modify,true,-16.91258894116,145.75938732758
-126709,modify,true,-16.9127434803,145.75951039441
-126711,modify,true,-16.91278395482,145.7596296154
-126713,modify,true,-16.91271404429,145.75970268633
-126715,modify,true,-16.91262941571,145.75970268633
-126717,modify,true,-16.91255950512,145.75965653627
-126719,modify,true,-16.91244911993,145.75955269863
-126721,modify,true,-16.91232401663,145.75943347764
-126723,modify,true,-16.91198550141,145.75924118571
-126725,modify,true,-16.91189351347,145.75917580646
-126727,modify,true,-16.91176840981,145.75906812298
-126729,modify,true,-16.9117500122,145.75898351453
-126733,modify,true,-16.91183464117,145.75896813118
-126734,modify,true,-16.91199653996,145.75914503975
-126736,modify,true,-16.91222099032,145.75928733578
-126738,modify,true,-16.91250799204,145.75945270683
-126740,modify,true,-16.91270300578,145.75960269453
-126743,modify,true,-16.91867841953,145.76968647928
-126744,modify,true,-16.91830312179,145.7701479799
-126746,modify,true,-16.91811915204,145.7704171886
-126748,modify,true,-16.9187814423,145.77100944773
-126750,modify,true,-16.91949524142,145.77160939854
-126752,modify,true,-16.9197675146,145.7712555814
-126754,modify,true,-16.92003978738,145.77087868922
-126756,modify,true,-16.91952467638,145.77042488028
-126758,modify,true,-16.9191052278,145.77006337146
-126761,modify,true,-16.91287961814,145.76000265789
-126763,modify,true,-16.91293113112,145.7602026415
-126765,modify,true,-16.91312246493,145.7605026169
-126767,modify,true,-16.91345361913,145.76082566734
-126769,modify,true,-16.91371854207,145.76106410932
-126771,modify,true,-16.91379213171,145.76117948448
-126773,modify,true,-16.91352874131,145.76089328048
-126776,modify,true,-16.91316661885,145.76067952547
-126777,modify,true,-16.91300472107,145.76056415032
-126779,modify,true,-16.91282074614,145.76010264969
-126783,modify,true,-16.9152859952,145.76325623728
-126784,modify,true,-16.91466784623,145.76400232995
-126786,modify,true,-16.91607339631,145.76525607331
-126788,modify,true,-16.91666946413,145.76447152225
-126792,modify,true,-16.91282074614,145.75474924248
-126793,modify,true,-16.91853124403,145.75881813963
-126794,modify,true,-16.91650021049,145.76138715976
-126795,modify,true,-16.91435141204,145.7640869384
-126796,modify,true,-16.91792046451,145.76317162883
-126797,modify,true,-16.91964241616,145.76460997244
-126798,modify,true,-16.91532278972,145.7700479881
-126799,modify,true,-16.91265148906,145.76623291629
-126800,modify,true,-16.9159556543,145.76181789367
-126801,modify,true,-16.91582319445,145.76187173541
