Day	GID	Lat	Long	NoMozzie	NoFemale	NoMale
57	495	-16.91935	145.76004	132.6	67.81	64.79
57	502	-16.91894	145.75958	66.3	33.91	32.39
57	506	-16.91872	145.75987	132.6	67.81	64.79
57	510	-16.91837	145.7603	66.3	33.91	32.39
57	514	-16.91814	145.76059	132.6	67.81	64.79
57	519	-16.91782	145.76032	66.3	33.91	32.39
57	523	-16.91806	145.76003	132.6	67.81	64.79
57	49400	-16.91595	145.76119	132.6	67.81	64.79
57	53139	-16.91665	145.7624	66.3	33.91	32.39
57	53808	-16.91703	145.76291	132.6	67.81	64.79
57	21119	-16.91725	145.76096	66.3	33.91	32.39
57	23633	-16.91764	145.76157	132.6	67.81	64.79
57	24091	-16.91802	145.76203	66.3	33.91	32.39
57	15124	-16.91824	145.76215	132.6	67.81	64.79
57	24176	-16.91888	145.76239	66.3	33.91	32.39
57	24663	-16.91928	145.76286	132.6	67.81	64.79
57	13446	-16.91903	145.76306	66.3	33.91	32.39
57	4500	-16.91893	145.7634	132.6	67.81	64.79
57	58590	-16.91937	145.7636	66.3	33.91	32.39
57	25117	-16.9197	145.76321	132.6	67.81	64.79
57	25599	-16.91991	145.76339	66.3	33.91	32.39
57	20796	-16.91981	145.76373	132.6	67.81	64.79
57	10223	-16.91958	145.76421	66.3	33.91	32.39
57	33645	-16.91956	145.76521	132.6	67.81	64.79
57	900008	-16.91972	145.76511	66.3	33.91	32.39
57	11346	-16.92003	145.76454	132.6	67.81	64.79
57	26185	-16.92067	145.7641	66.3	33.91	32.39
57	26646	-16.92096	145.76434	132.6	67.81	64.79
57	27156	-16.92124	145.76444	66.3	33.91	32.39
57	27707	-16.92152	145.76482	132.6	67.81	64.79
57	36629	-16.92062	145.76477	66.3	33.91	32.39
57	42686	-16.9208	145.76492	132.6	67.81	64.79
57	14543	-16.92137	145.76537	66.3	33.91	32.39
57	26481	-16.92111	145.76552	132.6	67.81	64.79
57	19419	-16.92065	145.7651	66.3	33.91	32.39
57	900021	-16.91932	145.76386	132.6	67.81	64.79
57	4753	-16.9191	145.76368	66.3	33.91	32.39
57	900009	-16.91854	145.7632	132.6	67.81	64.79
57	56118	-16.91795	145.7627	66.3	33.91	32.39
57	53221	-16.91729	145.76195	132.6	67.81	64.79
57	51193	-16.91704	145.76157	132.6	67.81	64.79
57	55701	-16.91741	145.76315	66.3	33.91	32.39
57	2050	-16.91828	145.76415	132.6	67.81	64.79
57	7310	-16.91905	145.76455	66.3	33.91	32.39
57	15531	-16.92015	145.76543	132.6	67.81	64.79
57	900020	-16.92025	145.76602	66.3	33.91	32.39
57	19285	-16.92042	145.76578	132.6	67.81	64.79
57	66262	-16.9209	145.76608	66.3	33.91	32.39
64	36081	-16.92359	145.76055	145.6	73.22	72.38
64	49424	-16.92369	145.761	72.8	36.61	36.19
64	58491	-16.92446	145.76164	145.6	73.22	72.38
64	8423	-16.92429	145.7612	72.8	36.61	36.19
64	49427	-16.92387	145.76077	145.6	73.22	72.38
64	900006	-16.92348	145.76082	72.8	36.61	36.19
64	554	-16.92289	145.76089	145.6	73.22	72.38
64	557	-16.92321	145.76116	72.8	36.61	36.19
64	561	-16.92365	145.76153	145.6	73.22	72.38
64	564	-16.92397	145.7618	72.8	36.61	36.19
64	568	-16.92393	145.76209	145.6	73.22	72.38
64	572	-16.92349	145.76172	72.8	36.61	36.19
64	576	-16.92306	145.76135	145.6	73.22	72.38
64	594	-16.92257	145.76151	72.8	36.61	36.19
64	597	-16.9229	145.76179	145.6	73.22	72.38
64	579	-16.92376	145.76253	72.8	36.61	36.19
64	581	-16.9235	145.76263	145.6	73.22	72.38
64	585	-16.92307	145.76226	72.8	36.61	36.19
64	589	-16.92264	145.76189	145.6	73.22	72.38
64	27230	-16.92165	145.76096	72.8	36.61	36.19
64	26637	-16.921	145.76041	145.6	73.22	72.38
64	26194	-16.92066	145.76012	72.8	36.61	36.19
64	445	-16.91786	145.75879	145.6	73.22	72.38
64	498	-16.91852	145.75922	72.8	36.61	36.19
64	900014	-16.92029	145.76087	145.6	73.22	72.38
64	66122	-16.92071	145.76121	72.8	36.61	36.19
64	24180	-16.92117	145.7616	145.6	73.22	72.38
64	24542	-16.92151	145.76176	72.8	36.61	36.19
64	610	-16.92233	145.76252	145.6	73.22	72.38
64	617	-16.92319	145.76307	72.8	36.61	36.19
64	620	-16.92269	145.76295	145.6	73.22	72.38
64	900025	-16.92192	145.76229	72.8	36.61	36.19
64	632	-16.92157	145.76273	145.6	73.22	72.38
64	670	-16.92185	145.76281	72.8	36.61	36.19
64	628	-16.92251	145.76341	145.6	73.22	72.38
64	633	-16.92278	145.76359	72.8	36.61	36.19
64	673	-16.92247	145.76399	145.6	73.22	72.38
64	657	-16.92214	145.76359	72.8	36.61	36.19
64	662	-16.92179	145.76329	145.6	73.22	72.38
64	666	-16.92151	145.76305	72.8	36.61	36.19
64	66735	-16.92074	145.76184	145.6	73.22	72.38
64	54980	-16.92049	145.76163	72.8	36.61	36.19
64	33582	-16.91999	145.7612	145.6	73.22	72.38
64	463	-16.91955	145.76046	72.8	36.61	36.19
64	467	-16.91932	145.76075	145.6	73.22	72.38
64	472	-16.91903	145.76111	72.8	36.61	36.19
64	15266	-16.91962	145.7616	145.6	73.22	72.38
64	38931	-16.91983	145.76186	72.8	36.61	36.19
64	52826	-16.92011	145.7621	145.6	73.22	72.38
64	22955	-16.92065	145.76255	72.8	36.61	36.19
64	651	-16.92109	145.76342	145.6	73.22	72.38
64	646	-16.92151	145.76378	72.8	36.61	36.19
64	675	-16.92201	145.76408	145.6	73.22	72.38
64	24110	-16.92056	145.76297	72.8	36.61	36.19
64	23705	-16.92021	145.76254	145.6	73.22	72.38
64	23612	-16.91974	145.76227	72.8	36.61	36.19
64	23223	-16.91942	145.762	145.6	73.22	72.38
64	480	-16.91854	145.76125	72.8	36.61	36.19
64	485	-16.91877	145.76077	145.6	73.22	72.38
64	489	-16.919	145.76048	72.8	36.61	36.19
64	493	-16.91923	145.76019	145.6	73.22	72.38
64	496	-16.9194	145.75997	72.8	36.61	36.19
64	503	-16.91889	145.75965	145.6	73.22	72.38
64	507	-16.91866	145.75994	72.8	36.61	36.19
64	512	-16.91826	145.76045	145.6	73.22	72.38
64	517	-16.91776	145.76058	72.8	36.61	36.19
64	520	-16.91788	145.76025	145.6	73.22	72.38
64	524	-16.91811	145.75996	72.8	36.61	36.19
64	381	-16.91834	145.75952	145.6	73.22	72.38
64	420	-16.91798	145.75899	72.8	36.61	36.19
64	66175	-16.91749	145.76148	145.6	73.22	72.38
64	900030	-16.91793	145.76195	72.8	36.61	36.19
64	14660	-16.9183	145.76208	145.6	73.22	72.38
64	900029	-16.91801	145.76245	72.8	36.61	36.19
64	67312	-16.91856	145.76288	145.6	73.22	72.38
64	24188	-16.91893	145.76256	72.8	36.61	36.19
64	900031	-16.91921	145.7628	145.6	73.22	72.38
64	6508	-16.91909	145.76299	72.8	36.61	36.19
64	900028	-16.91882	145.76344	145.6	73.22	72.38
64	25117	-16.9197	145.76321	72.8	36.61	36.19
64	900032	-16.92006	145.76352	145.6	73.22	72.38
64	21693	-16.91975	145.76381	72.8	36.61	36.19
64	7606	-16.91906	145.76471	145.6	73.22	72.38
64	33645	-16.91956	145.76521	72.8	36.61	36.19
64	11886	-16.91965	145.76501	145.6	73.22	72.38
64	26196	-16.92074	145.76416	72.8	36.61	36.19
64	26702	-16.9211	145.76446	145.6	73.22	72.38
64	10572	-16.92181	145.76482	72.8	36.61	36.19
64	11827	-16.9202	145.76456	145.6	73.22	72.38
64	15446	-16.92048	145.7648	72.8	36.61	36.19
64	25076	-16.92115	145.76525	145.6	73.22	72.38
64	26481	-16.92111	145.76552	72.8	36.61	36.19
64	19419	-16.92065	145.7651	145.6	73.22	72.38
64	8200	-16.91953	145.76404	72.8	36.61	36.19
64	5063	-16.91917	145.76374	145.6	73.22	72.38
64	4099	-16.91864	145.76329	72.8	36.61	36.19
64	55468	-16.91761	145.76241	145.6	73.22	72.38
64	53097	-16.91724	145.76187	72.8	36.61	36.19
64	51193	-16.91704	145.76157	72.8	36.61	36.19
64	24373	-16.91709	145.76118	145.6	73.22	72.38
64	49216	-16.91581	145.76094	72.8	36.61	36.19
64	51143	-16.91607	145.76146	145.6	73.22	72.38
64	51742	-16.91658	145.76228	72.8	36.61	36.19
64	55377	-16.91715	145.76301	145.6	73.22	72.38
64	1829	-16.91818	145.76375	72.8	36.61	36.19
64	2530	-16.91848	145.76416	145.6	73.22	72.38
64	14677	-16.91999	145.76542	72.8	36.61	36.19
64	40128	-16.92004	145.76558	145.6	73.22	72.38
64	58571	-16.92025	145.76576	72.8	36.61	36.19
64	19939	-16.92049	145.76584	145.6	73.22	72.38
64	19948	-16.92071	145.76621	72.8	36.61	36.19
64	23970	-16.9205	145.7664	145.6	73.22	72.38
71	36085	-16.92348	145.76057	132.2	61.37	70.83
71	36077	-16.92371	145.76065	66.1	30.68	35.42
71	38003	-16.9245	145.76136	132.2	61.37	70.83
71	900007	-16.92432	145.76137	66.1	30.68	35.42
71	49437	-16.92381	145.76111	132.2	61.37	70.83
71	900006	-16.92348	145.76082	66.1	30.68	35.42
71	555	-16.923	145.76097	132.2	61.37	70.83
71	559	-16.92343	145.76134	66.1	30.68	35.42
71	563	-16.92386	145.76171	132.2	61.37	70.83
71	566	-16.92418	145.76199	66.1	30.68	35.42
71	571	-16.9236	145.76181	132.2	61.37	70.83
71	575	-16.92317	145.76144	66.1	30.68	35.42
71	567	-16.92274	145.76108	132.2	61.37	70.83
71	596	-16.92279	145.76169	66.1	30.68	35.42
71	600	-16.92322	145.76206	132.2	61.37	70.83
71	583	-16.92329	145.76244	66.1	30.68	35.42
71	586	-16.92296	145.76217	132.2	61.37	70.83
71	590	-16.92253	145.7618	66.1	30.68	35.42
71	27703	-16.92186	145.76114	132.2	61.37	70.83
71	27168	-16.92144	145.76078	66.1	30.68	35.42
71	26625	-16.92089	145.76031	132.2	61.37	70.83
71	26194	-16.92066	145.76012	66.1	30.68	35.42
71	18689	-16.91548	145.75899	132.2	61.37	70.83
71	15408	-16.91579	145.75853	66.1	30.68	35.42
71	13843	-16.91631	145.75805	132.2	61.37	70.83
71	20040	-16.91655	145.75782	66.1	30.68	35.42
71	20412	-16.91685	145.75804	132.2	61.37	70.83
71	20497	-16.91709	145.7581	66.1	30.68	35.42
71	442	-16.91744	145.75848	132.2	61.37	70.83
71	445	-16.91786	145.75879	66.1	30.68	35.42
71	421	-16.91809	145.75884	132.2	61.37	70.83
71	501	-16.919	145.75951	66.1	30.68	35.42
71	497	-16.91946	145.7599	132.2	61.37	70.83
71	900014	-16.92032	145.76075	66.1	30.68	35.42
71	66093	-16.92098	145.76157	132.2	61.37	70.83
71	607	-16.92203	145.76215	66.1	30.68	35.42
71	611	-16.92241	145.76259	66.1	30.68	35.42
71	617	-16.92319	145.76307	66.1	30.68	35.42
71	619	-16.92303	145.76327	132.2	61.37	70.83
71	620	-16.92269	145.76295	66.1	30.68	35.42
71	613	-16.92258	145.76273	132.2	61.37	70.83
71	609	-16.92224	145.76244	132.2	61.37	70.83
71	14069	-16.92125	145.76209	132.2	61.37	70.83
71	670	-16.92185	145.76281	66.1	30.68	35.42
71	626	-16.92237	145.7633	132.2	61.37	70.83
71	629	-16.92258	145.76347	66.1	30.68	35.42
71	635	-16.92267	145.76373	132.2	61.37	70.83
71	654	-16.92235	145.76377	66.1	30.68	35.42
71	660	-16.92193	145.76341	132.2	61.37	70.83
71	664	-16.92165	145.76317	66.1	30.68	35.42
71	668	-16.9214	145.76281	132.2	61.37	70.83
71	3841	-16.9206	145.76172	66.1	30.68	35.42
71	900011	-16.92035	145.76151	132.2	61.37	70.83
71	65891	-16.91991	145.76108	132.2	61.37	70.83
71	463	-16.91955	145.76046	132.2	61.37	70.83
71	466	-16.91938	145.76068	66.1	30.68	35.42
71	471	-16.91909	145.76104	132.2	61.37	70.83
71	476	-16.91893	145.76144	66.1	30.68	35.42
71	21367	-16.91924	145.76197	132.2	61.37	70.83
71	900003	-16.91949	145.76176	66.1	30.68	35.42
71	900012	-16.91997	145.76198	132.2	61.37	70.83
71	64294	-16.92018	145.76224	66.1	30.68	35.42
71	671	-16.92151	145.76363	132.2	61.37	70.83
71	900000	-16.92229	145.76444	132.2	61.37	70.83
71	674	-16.92189	145.76423	66.1	30.68	35.42
71	644	-16.92179	145.76402	66.1	30.68	35.42
71	900002	-16.92123	145.76354	66.1	30.68	35.42
71	653	-16.92095	145.7633	132.2	61.37	70.83
71	23704	-16.92018	145.76249	132.2	61.37	70.83
71	23626	-16.91981	145.76233	66.1	30.68	35.42
71	480	-16.91854	145.76125	132.2	61.37	70.83
71	483	-16.91833	145.76107	66.1	30.68	35.42
71	486	-16.91883	145.76069	132.2	61.37	70.83
71	490	-16.91906	145.7604	66.1	30.68	35.42
71	494	-16.91929	145.76012	132.2	61.37	70.83
71	504	-16.91883	145.75973	66.1	30.68	35.42
71	508	-16.9186	145.76001	132.2	61.37	70.83
71	511	-16.91832	145.76037	66.1	30.68	35.42
71	362	-16.91807	145.76078	132.2	61.37	70.83
71	399	-16.91758	145.76042	66.1	30.68	35.42
71	522	-16.918	145.7601	132.2	61.37	70.83
71	900005	-16.91828	145.75974	66.1	30.68	35.42
71	415	-16.91766	145.75944	132.2	61.37	70.83
71	900013	-16.91697	145.75893	66.1	30.68	35.42
71	414	-16.91743	145.75972	132.2	61.37	70.83
71	448	-16.91644	145.7597	66.1	30.68	35.42
71	544	-16.91724	145.75871	132.2	61.37	70.83
71	52494	-16.91677	145.75856	66.1	30.68	35.42
71	429	-16.91625	145.75933	132.2	61.37	70.83
71	432	-16.91594	145.75922	66.1	30.68	35.42
71	47457	-16.91626	145.76032	132.2	61.37	70.83
71	47540	-16.91633	145.76042	132.2	61.37	70.83
71	23228	-16.91731	145.76123	66.1	30.68	35.42
71	23694	-16.91776	145.76169	132.2	61.37	70.83
71	13934	-16.91838	145.76197	66.1	30.68	35.42
71	900004	-16.91812	145.7623	132.2	61.37	70.83
71	67313	-16.91856	145.76288	66.1	30.68	35.42
71	19589	-16.91877	145.76254	132.2	61.37	70.83
71	24549	-16.91907	145.76268	66.1	30.68	35.42
71	25041	-16.91935	145.76292	132.2	61.37	70.83
71	40148	-16.91891	145.76321	66.1	30.68	35.42
71	900001	-16.91984	145.76333	132.2	61.37	70.83
71	900015	-16.91987	145.76366	66.1	30.68	35.42
71	24999	-16.9197	145.76406	132.2	61.37	70.83
71	28260	-16.9189	145.76495	66.1	30.68	35.42
71	65139	-16.91958	145.76568	66.1	30.68	35.42
71	900008	-16.91972	145.76511	132.2	61.37	70.83
71	11346	-16.92003	145.76454	66.1	30.68	35.42
71	26628	-16.92089	145.76428	132.2	61.37	70.83
71	26692	-16.92103	145.7644	66.1	30.68	35.42
71	27258	-16.92145	145.76476	132.2	61.37	70.83
71	10572	-16.92181	145.76482	66.1	30.68	35.42
71	11827	-16.9202	145.76456	132.2	61.37	70.83
71	14908	-16.92041	145.76474	66.1	30.68	35.42
71	25076	-16.92115	145.76525	132.2	61.37	70.83
71	14543	-16.92137	145.76537	66.1	30.68	35.42
71	7450	-16.91939	145.76392	132.2	61.37	70.83
71	5063	-16.91917	145.76374	66.1	30.68	35.42
71	900009	-16.91854	145.7632	132.2	61.37	70.83
71	55468	-16.91761	145.76241	66.1	30.68	35.42
71	51306	-16.91709	145.76165	132.2	61.37	70.83
71	64563	-16.91688	145.76133	66.1	30.68	35.42
71	45879	-16.91506	145.75961	66.1	30.68	35.42
71	46246	-16.91532	145.76009	132.2	61.37	70.83
71	47652	-16.9156	145.76058	66.1	30.68	35.42
71	49306	-16.91588	145.76107	132.2	61.37	70.83
71	51742	-16.91658	145.76228	66.1	30.68	35.42
71	53529	-16.91689	145.76281	132.2	61.37	70.83
71	55701	-16.91741	145.76315	66.1	30.68	35.42
71	1835	-16.91831	145.7639	132.2	61.37	70.83
71	67089	-16.91863	145.76443	66.1	30.68	35.42
71	14044	-16.91992	145.76536	132.2	61.37	70.83
71	58571	-16.92025	145.76576	132.2	61.37	70.83
71	21623	-16.92062	145.76595	66.1	30.68	35.42
71	900010	-16.92062	145.76626	132.2	61.37	70.83
78	36083	-16.92353	145.76051	234.3	121.23	113.07
78	36075	-16.92376	145.7607	234.3	121.23	113.07
78	49429	-16.92399	145.76087	234.3	121.23	113.07
78	38067	-16.92461	145.76146	234.3	121.23	113.07
78	8525	-16.92413	145.7614	234.3	121.23	113.07
78	54791	-16.92392	145.76119	234.3	121.23	113.07
78	44074	-16.92359	145.76091	234.3	121.23	113.07
78	554	-16.92289	145.76089	234.3	121.23	113.07
78	558	-16.92332	145.76125	234.3	121.23	113.07
78	562	-16.92376	145.76162	234.3	121.23	113.07
78	565	-16.92408	145.7619	234.3	121.23	113.07
78	569	-16.92382	145.762	234.3	121.23	113.07
78	573	-16.92339	145.76163	234.3	121.23	113.07
78	578	-16.92284	145.76117	234.3	121.23	113.07
78	594	-16.92257	145.76151	234.3	121.23	113.07
78	598	-16.92301	145.76188	234.3	121.23	113.07
78	604	-16.92366	145.76243	234.3	121.23	113.07
78	900019	-16.9234	145.76254	234.3	121.23	113.07
78	587	-16.92285	145.76207	234.3	121.23	113.07
78	591	-16.92242	145.7617	234.3	121.23	113.07
78	27249	-16.92175	145.76105	234.3	121.23	113.07
78	27152	-16.92122	145.76065	234.3	121.23	113.07
78	26613	-16.92077	145.76022	234.3	121.23	113.07
78	18226	-16.91574	145.75878	234.3	121.23	113.07
78	14871	-16.916	145.75822	234.3	121.23	113.07
78	11437	-16.91633	145.75782	234.3	121.23	113.07
78	20122	-16.91663	145.75788	234.3	121.23	113.07
78	20425	-16.91692	145.7581	234.3	121.23	113.07
78	441	-16.91739	145.75832	234.3	121.23	113.07
78	444	-16.91774	145.7587	234.3	121.23	113.07
78	498	-16.91852	145.75922	234.3	121.23	113.07
78	23229	-16.92018	145.76075	234.3	121.23	113.07
78	23634	-16.9205	145.76103	234.3	121.23	113.07
78	24190	-16.92131	145.76171	234.3	121.23	113.07
78	608	-16.92215	145.76237	234.3	121.23	113.07
78	612	-16.9225	145.76266	234.3	121.23	113.07
78	618	-16.92311	145.76316	234.3	121.23	113.07
78	669	-16.92164	145.76256	234.3	121.23	113.07
78	626	-16.92237	145.7633	234.3	121.23	113.07
78	634	-16.92273	145.76366	234.3	121.23	113.07
78	637	-16.92255	145.76388	234.3	121.23	113.07
78	656	-16.92221	145.76365	234.3	121.23	113.07
78	661	-16.92186	145.76335	234.3	121.23	113.07
78	665	-16.92158	145.76311	234.3	121.23	113.07
78	631	-16.92128	145.76296	234.3	121.23	113.07
78	17769	-16.92088	145.76196	234.3	121.23	113.07
78	50838	-16.92042	145.76157	234.3	121.23	113.07
78	35611	-16.92006	145.76126	234.3	121.23	113.07
78	459	-16.91978	145.76017	234.3	121.23	113.07
78	900022	-16.91943	145.7606	234.3	121.23	113.07
78	469	-16.91921	145.76089	234.3	121.23	113.07
78	473	-16.91897	145.76119	234.3	121.23	113.07
78	21365	-16.91931	145.76189	234.3	121.23	113.07
78	15264	-16.9197	145.76167	234.3	121.23	113.07
78	48839	-16.92004	145.76204	234.3	121.23	113.07
78	6511	-16.92036	145.76231	234.3	121.23	113.07
78	40150	-16.92079	145.76267	234.3	121.23	113.07
78	652	-16.92102	145.76336	234.3	121.23	113.07
78	647	-16.92137	145.76366	234.3	121.23	113.07
78	548	-16.92159	145.76385	234.3	121.23	113.07
78	643	-16.92186	145.76408	234.3	121.23	113.07
78	900000	-16.92229	145.76444	234.3	121.23	113.07
78	24096	-16.92041	145.76284	234.3	121.23	113.07
78	23638	-16.91988	145.76239	234.3	121.23	113.07
78	23223	-16.91942	145.762	234.3	121.23	113.07
78	475	-16.91881	145.76159	234.3	121.23	113.07
78	481	-16.91847	145.76119	234.3	121.23	113.07
78	484	-16.91872	145.76084	234.3	121.23	113.07
78	487	-16.91889	145.76062	234.3	121.23	113.07
78	491	-16.91912	145.76033	234.3	121.23	113.07
78	495	-16.91935	145.76004	234.3	121.23	113.07
78	502	-16.91894	145.75958	234.3	121.23	113.07
78	506	-16.91872	145.75987	234.3	121.23	113.07
78	510	-16.91837	145.7603	234.3	121.23	113.07
78	514	-16.91814	145.76059	234.3	121.23	113.07
78	519	-16.91782	145.76032	234.3	121.23	113.07
78	523	-16.91806	145.76003	234.3	121.23	113.07
78	435	-16.91749	145.75932	234.3	121.23	113.07
78	454	-16.91737	145.75911	234.3	121.23	113.07
78	900017	-16.91667	145.75872	234.3	121.23	113.07
78	31873	-16.91631	145.75834	234.3	121.23	113.07
78	31195	-16.91594	145.75864	234.3	121.23	113.07
78	900018	-16.91622	145.75896	234.3	121.23	113.07
78	900016	-16.91676	145.75924	234.3	121.23	113.07
78	412	-16.91704	145.75957	234.3	121.23	113.07
78	456	-16.91722	145.75978	234.3	121.23	113.07
78	448	-16.91644	145.7597	234.3	121.23	113.07
78	428	-16.91635	145.75918	234.3	121.23	113.07
78	431	-16.91608	145.75932	234.3	121.23	113.07
78	434	-16.91579	145.75911	234.3	121.23	113.07
78	47457	-16.91626	145.76032	234.3	121.23	113.07
78	21119	-16.91725	145.76096	234.3	121.23	113.07
78	23633	-16.91764	145.76157	234.3	121.23	113.07
78	24091	-16.91802	145.76203	234.3	121.23	113.07
78	15124	-16.91824	145.76215	234.3	121.23	113.07
78	24176	-16.91888	145.76239	234.3	121.23	113.07
78	24663	-16.91928	145.76286	234.3	121.23	113.07
78	13446	-16.91903	145.76306	234.3	121.23	113.07
78	4500	-16.91893	145.7634	234.3	121.23	113.07
78	58590	-16.91937	145.7636	234.3	121.23	113.07
78	25117	-16.9197	145.76321	234.3	121.23	113.07
78	25599	-16.91991	145.76339	234.3	121.23	113.07
78	20796	-16.91981	145.76373	234.3	121.23	113.07
78	10223	-16.91958	145.76421	234.3	121.23	113.07
78	33645	-16.91956	145.76521	234.3	121.23	113.07
78	900008	-16.91972	145.76511	234.3	121.23	113.07
78	11346	-16.92003	145.76454	234.3	121.23	113.07
78	26185	-16.92067	145.7641	234.3	121.23	113.07
78	26646	-16.92096	145.76434	234.3	121.23	113.07
78	27156	-16.92124	145.76444	234.3	121.23	113.07
78	27707	-16.92152	145.76482	234.3	121.23	113.07
78	36629	-16.92062	145.76477	234.3	121.23	113.07
78	42686	-16.9208	145.76492	234.3	121.23	113.07
78	14543	-16.92137	145.76537	234.3	121.23	113.07
78	26481	-16.92111	145.76552	234.3	121.23	113.07
78	19419	-16.92065	145.7651	234.3	121.23	113.07
78	900021	-16.91932	145.76386	234.3	121.23	113.07
78	4753	-16.9191	145.76368	234.3	121.23	113.07
78	900009	-16.91854	145.7632	234.3	121.23	113.07
78	56118	-16.91795	145.7627	234.3	121.23	113.07
78	51193	-16.91704	145.76157	234.3	121.23	113.07
78	45946	-16.91511	145.75972	234.3	121.23	113.07
78	47419	-16.91539	145.76021	234.3	121.23	113.07
78	47839	-16.91567	145.7607	234.3	121.23	113.07
78	49400	-16.91595	145.76119	234.3	121.23	113.07
78	53139	-16.91665	145.7624	234.3	121.23	113.07
78	53808	-16.91703	145.76291	234.3	121.23	113.07
78	55701	-16.91741	145.76315	234.3	121.23	113.07
78	2050	-16.91828	145.76415	234.3	121.23	113.07
78	7310	-16.91905	145.76455	234.3	121.23	113.07
78	15531	-16.92015	145.76543	234.3	121.23	113.07
78	900020	-16.92025	145.76602	234.3	121.23	113.07
78	19285	-16.92042	145.76578	234.3	121.23	113.07
78	66262	-16.9209	145.76608	234.3	121.23	113.07
85	36081	-16.92359	145.76055	384	199.26	184.74
85	49424	-16.92369	145.761	384	199.26	184.74
85	58491	-16.92446	145.76164	384	199.26	184.74
85	8423	-16.92429	145.7612	384	199.26	184.74
85	49427	-16.92387	145.76077	384	199.26	184.74
85	900006	-16.92348	145.76082	384	199.26	184.74
85	554	-16.92289	145.76089	384	199.26	184.74
85	557	-16.92321	145.76116	384	199.26	184.74
85	561	-16.92365	145.76153	384	199.26	184.74
85	564	-16.92397	145.7618	384	199.26	184.74
85	568	-16.92393	145.76209	384	199.26	184.74
85	572	-16.92349	145.76172	384	199.26	184.74
85	576	-16.92306	145.76135	384	199.26	184.74
85	594	-16.92257	145.76151	384	199.26	184.74
85	597	-16.9229	145.76179	384	199.26	184.74
85	579	-16.92376	145.76253	384	199.26	184.74
85	581	-16.9235	145.76263	384	199.26	184.74
85	585	-16.92307	145.76226	384	199.26	184.74
85	589	-16.92264	145.76189	384	199.26	184.74
85	27230	-16.92165	145.76096	384	199.26	184.74
85	26637	-16.921	145.76041	384	199.26	184.74
85	26194	-16.92066	145.76012	384	199.26	184.74
85	15921	-16.91579	145.7587	384	199.26	184.74
85	14455	-16.91611	145.75807	384	199.26	184.74
85	11105	-16.9164	145.75772	384	199.26	184.74
85	20134	-16.9167	145.75793	384	199.26	184.74
85	20497	-16.91709	145.7581	384	199.26	184.74
85	443	-16.91752	145.75854	384	199.26	184.74
85	445	-16.91786	145.75879	384	199.26	184.74
85	498	-16.91852	145.75922	384	199.26	184.74
85	900014	-16.92029	145.76087	384	199.26	184.74
85	66122	-16.92071	145.76121	384	199.26	184.74
85	24180	-16.92117	145.7616	384	199.26	184.74
85	24542	-16.92151	145.76176	384	199.26	184.74
85	610	-16.92233	145.76252	384	199.26	184.74
85	617	-16.92319	145.76307	384	199.26	184.74
85	620	-16.92269	145.76295	384	199.26	184.74
85	900025	-16.92192	145.76229	384	199.26	184.74
85	632	-16.92157	145.76273	384	199.26	184.74
85	670	-16.92185	145.76281	384	199.26	184.74
85	628	-16.92251	145.76341	384	199.26	184.74
85	633	-16.92278	145.76359	384	199.26	184.74
85	673	-16.92247	145.76399	384	199.26	184.74
85	657	-16.92214	145.76359	384	199.26	184.74
85	662	-16.92179	145.76329	384	199.26	184.74
85	666	-16.92151	145.76305	384	199.26	184.74
85	66735	-16.92074	145.76184	384	199.26	184.74
85	54980	-16.92049	145.76163	384	199.26	184.74
85	33582	-16.91999	145.7612	384	199.26	184.74
85	463	-16.91955	145.76046	384	199.26	184.74
85	467	-16.91932	145.76075	384	199.26	184.74
85	472	-16.91903	145.76111	384	199.26	184.74
85	15266	-16.91962	145.7616	384	199.26	184.74
85	38931	-16.91983	145.76186	384	199.26	184.74
85	52826	-16.92011	145.7621	384	199.26	184.74
85	22955	-16.92065	145.76255	384	199.26	184.74
85	651	-16.92109	145.76342	384	199.26	184.74
85	646	-16.92151	145.76378	384	199.26	184.74
85	675	-16.92201	145.76408	384	199.26	184.74
85	24110	-16.92056	145.76297	384	199.26	184.74
85	23705	-16.92021	145.76254	384	199.26	184.74
85	23612	-16.91974	145.76227	384	199.26	184.74
85	23223	-16.91942	145.762	384	199.26	184.74
85	480	-16.91854	145.76125	384	199.26	184.74
85	485	-16.91877	145.76077	384	199.26	184.74
85	489	-16.919	145.76048	384	199.26	184.74
85	493	-16.91923	145.76019	384	199.26	184.74
85	496	-16.9194	145.75997	384	199.26	184.74
85	503	-16.91889	145.75965	384	199.26	184.74
85	507	-16.91866	145.75994	384	199.26	184.74
85	512	-16.91826	145.76045	384	199.26	184.74
85	517	-16.91776	145.76058	384	199.26	184.74
85	520	-16.91788	145.76025	384	199.26	184.74
85	524	-16.91811	145.75996	384	199.26	184.74
85	381	-16.91834	145.75952	384	199.26	184.74
85	420	-16.91798	145.75899	384	199.26	184.74
85	415	-16.91766	145.75944	384	199.26	184.74
85	900027	-16.91721	145.759	384	199.26	184.74
85	35627	-16.91646	145.75845	384	199.26	184.74
85	27619	-16.91616	145.75823	384	199.26	184.74
85	422	-16.916	145.7588	384	199.26	184.74
85	426	-16.91629	145.75902	384	199.26	184.74
85	409	-16.91682	145.7594	384	199.26	184.74
85	413	-16.91723	145.75958	384	199.26	184.74
