lat	long	height	material	screen
-16.921572	145.763099	0	0	1
-16.921567	145.762726	0	0	1
-16.921540	145.766990	0	0	1
-16.921435	145.763718	0	0	1
-16.921322	145.766613	0	0	1
-16.921322	145.766613	0	0	1
-16.921106	145.765506	0	0	1
-16.921101	145.760506	0	0	1
-16.920924	145.764639	0	0	1
-16.920782	145.764518	0	0	1
-16.920639	145.760111	0	0	1
-16.920601	145.766259	0	0	1
-16.920553	145.762964	0	0	1
-16.920407	145.762841	0	0	1
-16.919981	145.761195	0	0	1
-16.919806	145.764739	0	0	1
-16.919660	145.765544	0	0	1
-16.919504	145.763296	0	0	1
-16.919325	145.758927	0	0	1
-16.919232	145.760189	0	0	1
-16.919175	145.763740	0	0	1
-16.919141	145.762985	0	0	1
-16.919072	145.762926	0	0	1
-16.918947	145.760548	0	0	1
-16.918773	145.760767	0	0	1
-16.918715	145.760841	0	0	1
-16.918656	145.760914	0	0	1
-16.918654	145.759603	0	0	1
-16.918530	145.759419	0	0	1
-16.918343	145.759671	0	0	1
-16.918249	145.759131	0	0	1
-16.918172	145.759887	0	0	1
-16.918135	145.761972	0	0	1
-16.917941	145.760179	0	0	1
-16.917891	145.762765	0	0	1
-16.917883	145.760252	0	0	1
-16.917770	145.762317	0	0	1
-16.917496	145.759021	0	0	1
-16.917475	145.759171	0	0	1
-16.917470	145.762172	0	0	1
-16.917406	145.763386	0	0	1
-16.917406	145.763386	0	0	1
-16.917406	145.763386	0	0	1
-16.917303	145.758781	0	0	1
-16.917239	145.759588	0	0	1
-16.917239	145.759588	0	0	1
-16.917237	145.761867	0	0	1
-16.917223	145.759793	0	0	1
-16.917033	145.761567	0	0	1
-16.916556	145.758150	0	0	1
-16.916508	145.758029	0	0	1
-16.916437	145.757978	0	0	1
-16.916392	145.758399	0	0	1
-16.916204	145.758733	0	0	1
-16.916160	145.759295	0	0	1
-16.916109	145.757096	0	0	1
-16.915942	145.759219	0	0	1
-16.915795	145.759110	0	0	1
-16.915791	145.758707	0	0	1
-16.915770	145.756847	0	0	1
-16.915708	145.761158	0	0	1
-16.915607	145.756727	0	0	1
-16.915486	145.756184	0	0	1
-16.915391	145.762497	0	0	1
-16.915321	145.756061	0	0	1
-16.915208	145.757877	0	0	1
-16.915158	145.758456	0	0	1
-16.915150	145.760178	0	0	1
-16.915133	145.757987	0	0	1
-16.914991	145.755817	0	0	1
-16.914748	145.757635	0	0	1
-16.914490	145.763211	0	0	1
-16.913317	145.762323	0	0	1
-16.915683	145.763093	0	0	1
-16.913811	145.753424	0	0	1
-16.914396	145.763116	0	0	1
-16.911876	145.761095	0	0	1
-16.913919	145.753237	0	0	1
-16.914384	145.753318	0	0	1
-16.914789	145.753659	0	0	1
-16.914901	145.753757	0	0	1
-16.915043	145.753876	0	0	1
-16.915115	145.754918	0	0	1
-16.915465	145.754234	0	0	1
-16.913368	145.762247	0	0	1
-16.913420	145.762171	0	0	1
-16.913523	145.762019	0	0	1
-16.912744	145.761566	0	0	1
-16.912689	145.761650	0	0	1
-16.924028	145.763973	0	0	1
-16.915747	145.754474	0	0	1
-16.914700	145.753578	0	0	1
-16.914593	145.753496	0	0	1
-16.915905	145.766149	0	0	1
-16.911284	145.759227	0	0	1
-16.911146	145.758996	0	0	1
-16.910603	145.758587	0	0	1
-16.912270	145.756398	0	0	1
-16.922632	145.765803	0	0	1
-16.915253	145.757074	0	0	1
-16.915019	145.757111	0	0	1
-16.917319	145.769441	0	0	1
-16.912372	145.763969	0	0	1
-16.912605	145.764134	0	0	1
-16.912716	145.764225	0	0	1
-16.913126	145.757050	0	0	1
-16.917618	145.767563	0	0	1
-16.920366	145.768319	0	0	1
-16.918334	145.766883	0	0	1
-16.918441	145.766521	0	0	1
-16.929062	145.769649	1	0	1
-16.928974	145.769761	1	0	1
-16.925596	145.770323	1	0	1
-16.925511	145.769153	1	0	1
-16.925488	145.764892	1	0	1
-16.925429	145.768118	1	0	1
-16.924718	145.766153	1	0	1
-16.924342	145.761552	1	0	1
-16.923814	145.761990	1	0	1
-16.923814	145.761990	1	0	1
-16.923271	145.761532	1	0	1
-16.923118	145.766075	1	0	1
-16.922728	145.761073	1	0	1
-16.922413	145.761701	1	0	1
-16.922024	145.762143	1	0	1
-16.921344	145.764998	1	0	1
-16.921274	145.764938	1	0	1
-16.921083	145.763419	1	0	1
-16.920855	145.764580	1	0	1
-16.920712	145.764458	1	0	1
-16.919979	145.765414	1	0	1
-16.919403	145.759973	1	0	1
-16.918613	145.761309	1	0	1
-16.917941	145.760179	1	0	1
-16.917330	145.758634	1	0	1
-16.917200	145.760124	1	0	1
-16.917055	145.760031	1	0	1
-16.916674	145.758722	1	0	1
-16.916590	145.758089	1	0	1
-16.916444	145.759709	1	0	1
-16.916111	145.758075	1	0	1
-16.915937	145.756971	1	0	1
-16.915722	145.756237	1	0	1
-16.915356	145.761712	1	0	1
-16.915356	145.761712	1	0	1
-16.915356	145.761712	1	0	1
-16.915356	145.761712	1	0	1
-16.915356	145.761712	1	0	1
-16.915356	145.761712	1	0	1
-16.915356	145.761712	1	0	1
-16.915356	145.761712	1	0	1
-16.915356	145.761712	1	0	1
-16.915356	145.761712	1	0	1
-16.915356	145.761712	1	0	1
-16.915356	145.761712	1	0	1
-16.915356	145.761712	1	0	1
-16.915356	145.761712	1	0	1
-16.915356	145.761712	1	0	1
-16.915356	145.761712	1	0	1
-16.915356	145.761712	1	0	1
-16.915356	145.761712	1	0	1
-16.915356	145.761712	1	0	1
-16.915155	145.755938	1	0	1
-16.915031	145.761536	1	0	1
-16.914284	145.760729	1	0	1
-16.914274	145.756854	1	0	1
-16.913989	145.756348	1	0	1
-16.915324	145.754115	1	0	1
-16.916520	145.763768	1	0	1
-16.916281	145.763576	1	0	1
-16.913738	145.753573	1	0	1
-16.912533	145.761574	1	0	1
-16.914700	145.753578	1	0	1
-16.914822	145.754701	1	0	1
-16.914901	145.753757	1	0	1
-16.911423	145.759348	1	0	1
-16.912582	145.756723	1	0	1
-16.910066	145.755827	1	0	1
-16.922345	145.766168	1	0	1
-16.925301	145.768183	1	0	1
-16.925202	145.769545	1	0	1
-16.919861	145.763160	1	0	1
-16.916251	145.760329	1	0	1
-16.914067	145.753048	1	0	1
-16.916929	145.769112	1	0	1
-16.927036	145.770421	0	1	1
-16.926922	145.770567	0	1	1
-16.926199	145.769486	0	1	1
-16.925463	145.766721	0	1	1
-16.925451	145.768211	0	1	1
-16.924578	145.769282	0	1	1
-16.923596	145.761807	0	1	1
-16.923053	145.761348	0	1	1
-16.922280	145.766249	0	1	1
-16.921716	145.763958	0	1	1
-16.921079	145.764615	0	1	1
-16.920973	145.764750	0	1	1
-16.919117	145.764809	0	1	1
-16.918830	145.764602	0	1	1
-16.918298	145.762635	0	1	1
-16.918056	145.764416	0	1	1
-16.917272	145.762584	0	1	1
-16.916730	145.759884	0	1	1
-16.916007	145.758227	0	1	1
-16.915289	145.760422	0	1	1
-16.915222	145.760304	0	1	1
-16.913457	145.755466	0	1	1
-16.913317	145.762323	0	1	1
-16.913368	145.762247	0	1	1
-16.926806	145.770715	1	1	1
-16.918816	145.759134	1	1	1
-16.915356	145.761712	1	1	1
-16.915356	145.761712	1	1	1
-16.915356	145.761712	1	1	1
-16.915356	145.761712	1	1	1
-16.915356	145.761712	1	1	1
-16.915356	145.761712	1	1	1
-16.915356	145.761712	1	1	1
-16.915356	145.761712	1	1	1
-16.915356	145.761712	1	1	1
-16.915356	145.761712	1	1	1
-16.915356	145.761712	1	1	1
-16.915356	145.761712	1	1	1
-16.915356	145.761712	1	1	1
-16.915356	145.761712	1	1	1
-16.915356	145.761712	1	1	1
-16.915356	145.761712	1	1	1
-16.915356	145.761712	1	1	1
-16.915356	145.761712	1	1	1
-16.915356	145.761712	1	1	1
-16.915356	145.761712	1	1	1
-16.915031	145.761536	1	1	1
-16.915031	145.761536	1	1	1
-16.915031	145.761536	1	1	1
-16.915031	145.761536	1	1	1
-16.915031	145.761536	1	1	1
-16.915031	145.761536	1	1	1
-16.915031	145.761536	1	1	1
-16.915031	145.761536	1	1	1
-16.915031	145.761536	1	1	1
-16.915031	145.761536	1	1	1
-16.915031	145.761536	1	1	1
-16.915031	145.761536	1	1	1
-16.915031	145.761536	1	1	1
-16.915031	145.761536	1	1	1
-16.915031	145.761536	1	1	1
-16.915031	145.761536	1	1	1
-16.915031	145.761536	1	1	1
-16.915031	145.761536	1	1	1
-16.915031	145.761536	1	1	1
-16.929622	145.769343	0	1	1
-16.928970	145.769134	0	1	1
-16.928596	145.768133	0	1	1
-16.928513	145.762929	0	1	1
-16.928375	145.764340	0	1	1
-16.928285	145.770632	0	1	1
-16.928086	145.769091	0	1	1
-16.927984	145.769308	0	1	1
-16.927692	145.768635	0	1	1
-16.927692	145.768635	0	1	1
-16.927692	145.768635	0	1	1
-16.927692	145.768635	0	1	1
-16.926860	145.771408	0	1	1
-16.926854	145.766011	0	1	1
-16.926707	145.769807	0	1	1
-16.926421	145.769268	0	1	1
-16.926337	145.770277	0	1	1
-16.926014	145.770687	0	1	1
-16.925667	145.767117	0	1	1
-16.925521	145.766648	0	1	1
-16.925521	145.766648	0	1	1
-16.925521	145.766648	0	1	1
-16.925521	145.766648	0	1	1
-16.925488	145.764892	0	1	1
-16.925488	145.764892	0	1	1
-16.925488	145.764892	0	1	1
-16.925488	145.764892	0	1	1
-16.925277	145.764517	0	1	1
-16.925277	145.764517	0	1	1
-16.925277	145.764517	0	1	1
-16.925225	145.766945	0	1	1
-16.925073	145.765444	0	1	1
-16.925073	145.765444	0	1	1
-16.924912	145.765275	0	1	1
-16.924884	145.765473	0	1	1
-16.924797	145.766220	0	1	1
-16.924708	145.766505	0	1	1
-16.924708	145.766505	0	1	1
-16.924510	145.767701	0	1	1
-16.924510	145.767701	0	1	1
-16.924470	145.765243	0	1	1
-16.924449	145.766223	0	1	1
-16.924312	145.761361	0	1	1
-16.924312	145.761361	0	1	1
-16.924280	145.766079	0	1	1
-16.924203	145.761269	0	1	1
-16.924203	145.761269	0	1	1
-16.924203	145.761269	0	1	1
-16.924203	145.761269	0	1	1
-16.924127	145.764058	0	1	1
-16.924127	145.764058	0	1	1
-16.924127	145.764058	0	1	1
-16.924127	145.764058	0	1	1
-16.924127	145.764058	0	1	1
-16.924127	145.764058	0	1	1
-16.924042	145.766818	0	1	1
-16.924011	145.764622	0	1	1
-16.923987	145.766061	0	1	1
-16.923965	145.764320	0	1	1
-16.923935	145.764719	0	1	1
-16.923502	145.764677	0	1	1
-16.923502	145.764677	0	1	1
-16.923502	145.764677	0	1	1
-16.923502	145.764677	0	1	1
-16.923502	145.764677	0	1	1
-16.923502	145.764677	0	1	1
-16.923502	145.764677	0	1	1
-16.923502	145.764677	0	1	1
-16.923502	145.764677	0	1	1
-16.923502	145.764677	0	1	1
-16.923502	145.764677	0	1	1
-16.923502	145.764677	0	1	1
-16.923502	145.764677	0	1	1
-16.923502	145.764677	0	1	1
-16.923502	145.764677	0	1	1
-16.923502	145.764677	0	1	1
-16.923502	145.764677	0	1	1
-16.923502	145.764677	0	1	1
-16.923502	145.764677	0	1	1
-16.923502	145.764677	0	1	1
-16.923476	145.760813	0	1	1
-16.923476	145.760813	0	1	1
-16.923476	145.760813	0	1	1
-16.923476	145.760813	0	1	1
-16.923476	145.760813	0	1	1
-16.923476	145.760813	0	1	1
-16.923476	145.760813	0	1	1
-16.923476	145.760813	0	1	1
-16.923476	145.760813	0	1	1
-16.923476	145.760813	0	1	1
-16.923476	145.760813	0	1	1
-16.923476	145.760813	0	1	1
-16.923281	145.760487	0	1	1
-16.923281	145.760487	0	1	1
-16.923281	145.760487	0	1	1
-16.923281	145.760487	0	1	1
-16.923281	145.760487	0	1	1
-16.923281	145.760487	0	1	1
-16.923281	145.760487	0	1	1
-16.923281	145.760487	0	1	1
-16.923281	145.760487	0	1	1
-16.923281	145.760487	0	1	1
-16.923281	145.760487	0	1	1
-16.923281	145.760487	0	1	1
-16.923263	145.765180	0	1	1
-16.923263	145.765180	0	1	1
-16.923263	145.765180	0	1	1
-16.923263	145.765180	0	1	1
-16.923263	145.765180	0	1	1
-16.923263	145.765180	0	1	1
-16.923263	145.765180	0	1	1
-16.923263	145.765180	0	1	1
-16.923263	145.765180	0	1	1
-16.923263	145.765180	0	1	1
-16.923263	145.765180	0	1	1
-16.923263	145.765180	0	1	1
-16.923263	145.765180	0	1	1
-16.923263	145.765180	0	1	1
-16.923233	145.765100	0	1	1
-16.923141	145.764596	0	1	1
-16.923141	145.764596	0	1	1
-16.923141	145.764596	0	1	1
-16.923141	145.764596	0	1	1
-16.923141	145.764596	0	1	1
-16.923141	145.764596	0	1	1
-16.923141	145.764596	0	1	1
-16.923141	145.764596	0	1	1
-16.923141	145.764596	0	1	1
-16.923141	145.764596	0	1	1
-16.923141	145.764596	0	1	1
-16.923141	145.764596	0	1	1
-16.923141	145.764596	0	1	1
-16.923141	145.764596	0	1	1
-16.923141	145.764596	0	1	1
-16.923141	145.764596	0	1	1
-16.923141	145.764596	0	1	1
-16.923141	145.764596	0	1	1
-16.923141	145.764596	0	1	1
-16.923141	145.764596	0	1	1
-16.923037	145.764728	0	1	1
-16.923037	145.764728	0	1	1
-16.923037	145.764728	0	1	1
-16.923037	145.764728	0	1	1
-16.923037	145.764728	0	1	1
-16.923037	145.764728	0	1	1
-16.923037	145.764728	0	1	1
-16.923037	145.764728	0	1	1
-16.923037	145.764728	0	1	1
-16.923037	145.764728	0	1	1
-16.923037	145.764728	0	1	1
-16.923037	145.764728	0	1	1
-16.923037	145.764728	0	1	1
-16.923037	145.764728	0	1	1
-16.923037	145.764728	0	1	1
-16.923037	145.764728	0	1	1
-16.923037	145.764728	0	1	1
-16.923037	145.764728	0	1	1
-16.923024	145.766738	0	1	1
-16.923024	145.766738	0	1	1
-16.923024	145.766738	0	1	1
-16.923024	145.766738	0	1	1
-16.923024	145.766738	0	1	1
-16.923024	145.766738	0	1	1
-16.923024	145.766738	0	1	1
-16.923024	145.766738	0	1	1
-16.923024	145.766738	0	1	1
-16.923024	145.766738	0	1	1
-16.923024	145.766738	0	1	1
-16.922903	145.767495	0	1	1
-16.922903	145.767495	0	1	1
-16.922757	145.766583	0	1	1
-16.922385	145.765969	0	1	1
-16.922385	145.765969	0	1	1
-16.922385	145.765969	0	1	1
-16.922385	145.765969	0	1	1
-16.922385	145.765969	0	1	1
-16.922385	145.765969	0	1	1
-16.922385	145.765969	0	1	1
-16.922385	145.765969	0	1	1
-16.922385	145.765969	0	1	1
-16.922385	145.765969	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922315	145.765971	0	1	1
-16.922213	145.766335	0	1	1
-16.922200	145.765517	0	1	1
-16.922200	145.765517	0	1	1
-16.922200	145.765517	0	1	1
-16.922200	145.765517	0	1	1
-16.922200	145.765517	0	1	1
-16.922200	145.765517	0	1	1
-16.922200	145.765517	0	1	1
-16.922200	145.765517	0	1	1
-16.922200	145.765517	0	1	1
-16.922200	145.765517	0	1	1
-16.922200	145.765517	0	1	1
-16.922200	145.765517	0	1	1
-16.922200	145.765517	0	1	1
-16.922200	145.765517	0	1	1
-16.921610	145.763868	0	1	1
-16.921610	145.763868	0	1	1
-16.921610	145.763868	0	1	1
-16.921610	145.763868	0	1	1
-16.921610	145.763868	0	1	1
-16.921610	145.763868	0	1	1
-16.921471	145.766931	0	1	1
-16.921266	145.766945	0	1	1
-16.921262	145.760643	0	1	1
-16.921262	145.760643	0	1	1
-16.921262	145.760643	0	1	1
-16.921262	145.760643	0	1	1
-16.921262	145.760643	0	1	1
-16.921262	145.760643	0	1	1
-16.921262	145.760643	0	1	1
-16.921262	145.760643	0	1	1
-16.921262	145.760643	0	1	1
-16.921262	145.760643	0	1	1
-16.921208	145.762604	0	1	1
-16.921132	145.764814	0	1	1
-16.921132	145.764814	0	1	1
-16.921132	145.764814	0	1	1
-16.921132	145.764814	0	1	1
-16.921132	145.764814	0	1	1
-16.921132	145.764814	0	1	1
-16.921132	145.764814	0	1	1
-16.921132	145.764814	0	1	1
-16.921132	145.764814	0	1	1
-16.921132	145.764814	0	1	1
-16.921132	145.764814	0	1	1
-16.921132	145.764814	0	1	1
-16.921132	145.761911	0	1	1
-16.921106	145.765506	0	1	1
-16.921106	145.765506	0	1	1
-16.921106	145.765506	0	1	1
-16.921106	145.765506	0	1	1
-16.921106	145.765506	0	1	1
-16.921106	145.765506	0	1	1
-16.921101	145.762266	0	1	1
-16.921101	145.762266	0	1	1
-16.921101	145.762266	0	1	1
-16.921101	145.762266	0	1	1
-16.921101	145.762266	0	1	1
-16.921101	145.762266	0	1	1
-16.921101	145.762266	0	1	1
-16.921101	145.762266	0	1	1
-16.921101	145.762266	0	1	1
-16.921101	145.762266	0	1	1
-16.921101	145.762266	0	1	1
-16.921101	145.762266	0	1	1
-16.921101	145.762266	0	1	1
-16.921101	145.762266	0	1	1
-16.921046	145.767347	0	1	1
-16.921046	145.767347	0	1	1
-16.921046	145.767347	0	1	1
-16.921046	145.767347	0	1	1
-16.921046	145.767347	0	1	1
-16.921046	145.767347	0	1	1
-16.921046	145.767347	0	1	1
-16.921046	145.767347	0	1	1
-16.921046	145.767347	0	1	1
-16.921046	145.767347	0	1	1
-16.921046	145.767347	0	1	1
-16.921046	145.767347	0	1	1
-16.921046	145.767347	0	1	1
-16.921046	145.767347	0	1	1
-16.921046	145.767347	0	1	1
-16.921046	145.767347	0	1	1
-16.921046	145.767347	0	1	1
-16.921039	145.765264	0	1	1
-16.921039	145.765264	0	1	1
-16.921039	145.765264	0	1	1
-16.921039	145.765264	0	1	1
-16.921039	145.765264	0	1	1
-16.921039	145.765264	0	1	1
-16.921039	145.765264	0	1	1
-16.921039	145.765264	0	1	1
-16.921039	145.765264	0	1	1
-16.921039	145.765264	0	1	1
-16.921039	145.765264	0	1	1
-16.921039	145.765264	0	1	1
-16.921039	145.765264	0	1	1
-16.920869	145.761953	0	1	1
-16.920869	145.761953	0	1	1
-16.920869	145.761953	0	1	1
-16.920869	145.761953	0	1	1
-16.920869	145.761953	0	1	1
-16.920869	145.761953	0	1	1
-16.920869	145.761953	0	1	1
-16.920869	145.761953	0	1	1
-16.920863	145.765114	0	1	1
-16.920863	145.765114	0	1	1
-16.920863	145.765114	0	1	1
-16.920863	145.765114	0	1	1
-16.920863	145.765114	0	1	1
-16.920863	145.765114	0	1	1
-16.920730	145.761834	0	1	1
-16.920730	145.761834	0	1	1
-16.920730	145.761834	0	1	1
-16.920730	145.761834	0	1	1
-16.920730	145.761834	0	1	1
-16.920730	145.761834	0	1	1
-16.920730	145.761834	0	1	1
-16.920730	145.761834	0	1	1
-16.920730	145.761834	0	1	1
-16.920730	145.761834	0	1	1
-16.920730	145.761834	0	1	1
-16.920649	145.765088	0	1	1
-16.920649	145.765088	0	1	1
-16.920649	145.765088	0	1	1
-16.920649	145.765088	0	1	1
-16.920649	145.765088	0	1	1
-16.920649	145.765088	0	1	1
-16.920609	145.765957	0	1	1
-16.920609	145.765957	0	1	1
-16.920609	145.765957	0	1	1
-16.920609	145.765957	0	1	1
-16.920609	145.765957	0	1	1
-16.920609	145.765957	0	1	1
-16.920609	145.765957	0	1	1
-16.920609	145.765957	0	1	1
-16.920609	145.765957	0	1	1
-16.920523	145.763980	0	1	1
-16.920523	145.763980	0	1	1
-16.920523	145.763980	0	1	1
-16.920523	145.763980	0	1	1
-16.920523	145.763980	0	1	1
-16.920523	145.763980	0	1	1
-16.920523	145.763980	0	1	1
-16.920523	145.763980	0	1	1
-16.920523	145.763980	0	1	1
-16.920523	145.763980	0	1	1
-16.920523	145.763980	0	1	1
-16.920523	145.763980	0	1	1
-16.920523	145.763980	0	1	1
-16.920523	145.763980	0	1	1
-16.920498	145.767060	0	1	1
-16.920271	145.761181	0	1	1
-16.920271	145.761181	0	1	1
-16.920271	145.761181	0	1	1
-16.920271	145.761181	0	1	1
-16.920271	145.761181	0	1	1
-16.920271	145.761181	0	1	1
-16.920271	145.761181	0	1	1
-16.920271	145.761181	0	1	1
-16.920271	145.761181	0	1	1
-16.920271	145.761181	0	1	1
-16.920270	145.766249	0	1	1
-16.920270	145.766249	0	1	1
-16.920270	145.766249	0	1	1
-16.920270	145.766249	0	1	1
-16.920270	145.766249	0	1	1
-16.920270	145.766249	0	1	1
-16.920270	145.766249	0	1	1
-16.920270	145.766249	0	1	1
-16.920270	145.766249	0	1	1
-16.920270	145.766249	0	1	1
-16.920270	145.766249	0	1	1
-16.920270	145.766249	0	1	1
-16.920270	145.766249	0	1	1
-16.920270	145.766249	0	1	1
-16.920270	145.766249	0	1	1
-16.920270	145.766249	0	1	1
-16.920270	145.766249	0	1	1
-16.920270	145.766249	0	1	1
-16.920270	145.766249	0	1	1
-16.920270	145.766249	0	1	1
-16.920270	145.766249	0	1	1
-16.920188	145.766409	0	1	1
-16.920188	145.766409	0	1	1
-16.920188	145.766409	0	1	1
-16.920188	145.766409	0	1	1
-16.920188	145.766409	0	1	1
-16.920188	145.766409	0	1	1
-16.920188	145.766409	0	1	1
-16.920188	145.766409	0	1	1
-16.920188	145.766409	0	1	1
-16.920188	145.766409	0	1	1
-16.920188	145.766409	0	1	1
-16.920188	145.766409	0	1	1
-16.920188	145.766409	0	1	1
-16.920188	145.766409	0	1	1
-16.920188	145.766409	0	1	1
-16.920188	145.766409	0	1	1
-16.920123	145.762599	0	1	1
-16.920123	145.762599	0	1	1
-16.920123	145.762599	0	1	1
-16.919981	145.761195	0	1	1
-16.919981	145.761195	0	1	1
-16.919981	145.761195	0	1	1
-16.919981	145.761195	0	1	1
-16.919981	145.761195	0	1	1
-16.919981	145.761195	0	1	1
-16.919981	145.761195	0	1	1
-16.919981	145.761195	0	1	1
-16.919980	145.762478	0	1	1
-16.919980	145.762478	0	1	1
-16.919980	145.762478	0	1	1
-16.919980	145.762478	0	1	1
-16.919980	145.762478	0	1	1
-16.919980	145.762478	0	1	1
-16.919980	145.762478	0	1	1
-16.919980	145.762478	0	1	1
-16.919980	145.762478	0	1	1
-16.919875	145.761106	0	1	1
-16.919875	145.761106	0	1	1
-16.919875	145.761106	0	1	1
-16.919875	145.761106	0	1	1
-16.919875	145.761106	0	1	1
-16.919875	145.761106	0	1	1
-16.919875	145.761106	0	1	1
-16.919875	145.761106	0	1	1
-16.919875	145.761106	0	1	1
-16.919866	145.763657	0	1	1
-16.919866	145.763657	0	1	1
-16.919866	145.763657	0	1	1
-16.919866	145.763657	0	1	1
-16.919866	145.763657	0	1	1
-16.919866	145.763657	0	1	1
-16.919866	145.763657	0	1	1
-16.919866	145.763657	0	1	1
-16.919866	145.763657	0	1	1
-16.919866	145.763657	0	1	1
-16.919866	145.763657	0	1	1
-16.919866	145.763657	0	1	1
-16.919866	145.763657	0	1	1
-16.919866	145.763657	0	1	1
-16.919866	145.763657	0	1	1
-16.919866	145.763657	0	1	1
-16.919866	145.763657	0	1	1
-16.919866	145.763657	0	1	1
-16.919866	145.763657	0	1	1
-16.919866	145.763657	0	1	1
-16.919708	145.762049	0	1	1
-16.919708	145.762049	0	1	1
-16.919708	145.762049	0	1	1
-16.919708	145.762049	0	1	1
-16.919626	145.761571	0	1	1
-16.919626	145.761571	0	1	1
-16.919626	145.761571	0	1	1
-16.919626	145.761571	0	1	1
-16.919626	145.761571	0	1	1
-16.919626	145.761571	0	1	1
-16.919626	145.761571	0	1	1
-16.919626	145.761571	0	1	1
-16.919626	145.761571	0	1	1
-16.919548	145.765214	0	1	1
-16.919548	145.765214	0	1	1
-16.919548	145.765214	0	1	1
-16.919548	145.765214	0	1	1
-16.919548	145.765214	0	1	1
-16.919548	145.765214	0	1	1
-16.919548	145.765214	0	1	1
-16.919548	145.765214	0	1	1
-16.919548	145.765214	0	1	1
-16.919548	145.765214	0	1	1
-16.919548	145.765214	0	1	1
-16.919548	145.765214	0	1	1
-16.919548	145.765214	0	1	1
-16.919548	145.765214	0	1	1
-16.919548	145.765214	0	1	1
-16.919548	145.765214	0	1	1
-16.919428	145.759016	0	1	1
-16.919428	145.759016	0	1	1
-16.919428	145.759016	0	1	1
-16.919428	145.759016	0	1	1
-16.919428	145.759016	0	1	1
-16.919428	145.759016	0	1	1
-16.919428	145.759016	0	1	1
-16.919428	145.759016	0	1	1
-16.919366	145.764392	0	1	1
-16.919366	145.764392	0	1	1
-16.919366	145.764392	0	1	1
-16.919366	145.764392	0	1	1
-16.919366	145.764392	0	1	1
-16.919366	145.764392	0	1	1
-16.919366	145.764392	0	1	1
-16.919366	145.764392	0	1	1
-16.919366	145.764392	0	1	1
-16.919366	145.764392	0	1	1
-16.919366	145.764392	0	1	1
-16.919366	145.764392	0	1	1
-16.919366	145.764392	0	1	1
-16.919366	145.764392	0	1	1
-16.919269	145.761873	0	1	1
-16.919269	145.761873	0	1	1
-16.919269	145.761873	0	1	1
-16.919269	145.761873	0	1	1
-16.919269	145.761873	0	1	1
-16.919047	145.759302	0	1	1
-16.919047	145.759302	0	1	1
-16.919047	145.759302	0	1	1
-16.919047	145.759302	0	1	1
-16.919047	145.759302	0	1	1
-16.919047	145.759302	0	1	1
-16.919047	145.759302	0	1	1
-16.919047	145.759302	0	1	1
-16.919047	145.759302	0	1	1
-16.919047	145.759302	0	1	1
-16.919023	145.764728	0	1	1
-16.919023	145.764728	0	1	1
-16.919023	145.764728	0	1	1
-16.919023	145.764728	0	1	1
-16.918930	145.764649	0	1	1
-16.918870	145.765510	0	1	1
-16.918830	145.764602	0	1	1
-16.918813	145.763429	0	1	1
-16.918813	145.763429	0	1	1
-16.918813	145.763429	0	1	1
-16.918813	145.763429	0	1	1
-16.918813	145.763429	0	1	1
-16.918813	145.763429	0	1	1
-16.918813	145.763429	0	1	1
-16.918813	145.763429	0	1	1
-16.918813	145.763429	0	1	1
-16.918616	145.764840	0	1	1
-16.918616	145.764840	0	1	1
-16.918616	145.764840	0	1	1
-16.918616	145.764840	0	1	1
-16.918616	145.764840	0	1	1
-16.918616	145.764840	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
-16.918607	145.764436	0	1	1
