lat	long	height	material	screen
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920409	145.761561	0	0	0
-16.920407	145.762841	0	0	0
-16.920407	145.766042	0	0	0
-16.920361	145.766186	0	0	0
-16.920337	145.765983	0	0	0
-16.920329	145.761197	0	0	0
-16.920303	145.766259	0	0	0
-16.920270	145.761442	0	0	0
-16.920260	145.761139	0	0	0
-16.920236	145.765761	0	0	0
-16.920177	145.764345	0	0	0
-16.920123	145.762599	0	0	0
-16.920051	145.761255	0	0	0
-16.920032	145.764527	0	0	0
-16.920023	145.765580	0	0	0
-16.919912	145.763257	0	0	0
-16.919874	145.762387	0	0	0
-16.919874	145.762387	0	0	0
-16.919831	145.765546	0	0	0
-16.919829	145.763065	0	0	0
-16.919808	145.763730	0	0	0
-16.919802	145.762327	0	0	0
-16.919768	145.765493	0	0	0
-16.919731	145.762266	0	0	0
-16.919731	145.762266	0	0	0
-16.919693	145.761997	0	0	0
-16.919675	145.763517	0	0	0
-16.919531	145.764043	0	0	0
-16.919518	145.762085	0	0	0
-16.919518	145.762085	0	0	0
-16.919489	145.763457	0	0	0
-16.919460	145.759901	0	0	0
-16.919460	145.759901	0	0	0
-16.919460	145.763982	0	0	0
-16.919432	145.763530	0	0	0
-16.919432	145.763530	0	0	0
-16.919411	145.761994	0	0	0
-16.919403	145.759973	0	0	0
-16.919374	145.763604	0	0	0
-16.919374	145.763604	0	0	0
-16.919346	145.760045	0	0	0
-16.919346	145.760045	0	0	0
-16.919289	145.760117	0	0	0
-16.919289	145.760117	0	0	0
-16.919232	145.760189	0	0	0
-16.919212	145.763045	0	0	0
-16.919175	145.760260	0	0	0
-16.919175	145.760260	0	0	0
-16.919118	145.760332	0	0	0
-16.919118	145.760332	0	0	0
-16.919104	145.763679	0	0	0
-16.919061	145.760404	0	0	0
-16.919061	145.760404	0	0	0
-16.919004	145.760476	0	0	0
-16.919004	145.760476	0	0	0
-16.918947	145.760548	0	0	0
-16.918889	145.760621	0	0	0
-16.918889	145.760621	0	0	0
-16.918857	145.762743	0	0	0
-16.918851	145.762927	0	0	0
-16.918831	145.760694	0	0	0
-16.918829	145.759384	0	0	0
-16.918809	145.761582	0	0	0
-16.918791	145.762686	0	0	0
-16.918790	145.763005	0	0	0
-16.918773	145.760767	0	0	0
-16.918764	145.759465	0	0	0
-16.918755	145.761431	0	0	0
-16.918755	145.761431	0	0	0
-16.918754	145.762526	0	0	0
-16.918730	145.763082	0	0	0
-16.918708	145.759536	0	0	0
-16.918684	145.761370	0	0	0
-16.918656	145.760914	0	0	0
-16.918598	145.760988	0	0	0
-16.918596	145.759677	0	0	0
-16.918536	145.759752	0	0	0
-16.918471	145.761188	0	0	0
-16.918286	145.759743	0	0	0
-16.918229	145.759815	0	0	0
-16.918114	145.759959	0	0	0
-16.918076	145.762045	0	0	0
-16.918057	145.760032	0	0	0
-16.918057	145.760032	0	0	0
-16.917999	145.760105	0	0	0
-16.917883	145.760252	0	0	0
-16.917870	145.758799	0	0	0
-16.917852	145.760656	0	0	0
-16.917825	145.760325	0	0	0
-16.917825	145.760325	0	0	0
-16.917562	145.758880	0	0	0
-16.917297	145.763297	0	0	0
-16.917288	145.761942	0	0	0
-16.917247	145.760966	0	0	0
-16.917172	145.761061	0	0	0
-16.917134	145.761716	0	0	0
-16.917130	145.763242	0	0	0
-16.917092	145.761177	0	0	0
-16.917084	145.761642	0	0	0
-16.917036	145.759104	0	0	0
-16.917021	145.763150	0	0	0
-16.916982	145.761492	0	0	0
-16.916982	145.761492	0	0	0
-16.916972	145.758942	0	0	0
-16.916921	145.759720	0	0	0
-16.916906	145.763051	0	0	0
-16.916734	145.758194	0	0	0
-16.916682	145.759769	0	0	0
-16.916661	145.759637	0	0	0
-16.916614	145.758562	0	0	0
-16.916479	145.757619	0	0	0
-16.916465	145.758453	0	0	0
-16.916409	145.757723	0	0	0
-16.916339	145.757825	0	0	0
-16.916319	145.758346	0	0	0
-16.916299	145.759021	0	0	0
-16.916178	145.759167	0	0	0
-16.916176	145.759198	0	0	0
-16.916169	145.758235	0	0	0
-16.916139	145.758447	0	0	0
-16.915945	145.761543	0	0	0
-16.915846	145.761400	0	0	0
-16.915766	145.757093	0	0	0
-16.915720	145.759055	0	0	0
-16.915637	145.761033	0	0	0
-16.915500	145.760792	0	0	0
-16.915429	145.760667	0	0	0
-16.915073	145.758219	0	0	0
-16.915010	145.759933	0	0	0
-16.914828	145.757727	0	0	0
-16.914546	145.763129	0	0	0
-16.914435	145.763291	0	0	0
-16.914074	145.756446	0	0	0
-16.914012	145.756105	0	0	0
-16.913843	145.756119	0	0	0
-16.913720	145.755769	0	0	0
-16.913316	145.755796	0	0	0
-16.915889	145.754594	0	0	0
-16.918933	145.767393	0	0	0
-16.918829	145.767303	0	0	0
-16.911375	145.761299	0	0	0
-16.914514	145.763062	0	0	0
-16.914322	145.763061	0	0	0
-16.912613	145.761632	0	0	0
-16.912455	145.761517	0	0	0
-16.912379	145.761462	0	0	0
-16.912215	145.761342	0	0	0
-16.912145	145.761291	0	0	0
-16.912043	145.761217	0	0	0
-16.911964	145.761159	0	0	0
-16.911585	145.760991	0	0	0
-16.913791	145.753938	0	0	0
-16.914408	145.754395	0	0	0
-16.914520	145.754478	0	0	0
-16.914978	145.754817	0	0	0
-16.915606	145.754354	0	0	0
-16.916028	145.754708	0	0	0
-16.915705	145.755480	0	0	0
-16.915565	145.755252	0	0	0
-16.912811	145.761464	0	0	0
-16.912465	145.761898	0	0	0
-16.917033	145.756048	0	0	0
-16.917125	145.755913	0	0	0
-16.917222	145.755768	0	0	0
-16.917304	145.755646	0	0	0
-16.916651	145.754664	0	0	0
-16.918307	145.765131	0	0	0
-16.918470	145.765039	0	0	0
-16.917961	145.764941	0	0	0
-16.918089	145.764986	0	0	0
-16.917839	145.764867	0	0	0
-16.917701	145.764782	0	0	0
-16.915923	145.763286	0	0	0
-16.915565	145.762996	0	0	0
-16.915606	145.754354	0	0	0
-16.913972	145.762911	0	0	0
-16.913160	145.762622	0	0	0
-16.914061	145.762789	0	0	0
-16.913534	145.762739	0	0	0
-16.926129	145.761982	0	0	0
-16.912188	145.756111	0	0	0
-16.912321	145.755917	0	0	0
-16.912259	145.756007	0	0	0
-16.910924	145.758765	0	0	0
-16.911003	145.758974	0	0	0
-16.910924	145.758765	0	0	0
-16.911706	145.759586	0	0	0
-16.911562	145.759469	0	0	0
-16.910457	145.758466	0	0	0
-16.913070	145.756973	0	0	0
-16.912849	145.756940	0	0	0
-16.912767	145.756863	0	0	0
-16.912345	145.756454	0	0	0
-16.910456	145.755899	0	0	0
-16.910262	145.755855	0	0	0
-16.921824	145.767653	0	0	0
-16.921882	145.767579	0	0	0
-16.922951	145.766337	0	0	0
-16.922558	145.765897	0	0	0
-16.918757	145.767244	0	0	0
-16.911177	145.761312	0	0	0
-16.919489	145.767729	0	0	0
-16.919500	145.767416	0	0	0
-16.919555	145.767346	0	0	0
-16.924510	145.765787	0	0	0
-16.915482	145.757387	0	0	0
-16.915420	145.757342	0	0	0
-16.915149	145.756998	0	0	0
-16.914822	145.757391	0	0	0
-16.914888	145.757301	0	0	0
-16.914314	145.756663	0	0	0
-16.914953	145.757206	0	0	0
-16.914390	145.756551	0	0	0
-16.914455	145.756456	0	0	0
-16.914455	145.756456	0	0	0
-16.915249	145.757162	0	0	0
-16.915016	145.756787	0	0	0
-16.916254	145.767453	0	0	0
-16.912935	145.765064	0	0	0
-16.921854	145.771609	0	0	0
-16.912991	145.757241	0	0	0
-16.913057	145.757148	0	0	0
-16.913202	145.756840	0	0	0
-16.918757	145.767244	0	0	0
-16.918405	145.766943	0	0	0
-16.920570	145.764337	1	0	0
-16.927852	145.768432	1	0	0
-16.927432	145.770856	1	0	0
-16.927261	145.770135	1	0	0
-16.927152	145.770274	1	0	0
-16.926746	145.770791	1	0	0
-16.926498	145.769197	1	0	0
-16.926448	145.770109	1	0	0
-16.925844	145.768583	1	0	0
-16.925645	145.765605	1	0	0
-16.925511	145.769153	1	0	0
-16.924901	145.767751	1	0	0
-16.924649	145.767822	1	0	0
-16.923923	145.762082	1	0	0
-16.923705	145.761899	1	0	0
-16.922969	145.762873	1	0	0
-16.922956	145.762161	1	0	0
-16.922944	145.761256	1	0	0
-16.922639	145.762787	1	0	0
-16.922569	145.762727	1	0	0
-16.921501	145.763039	1	0	0
-16.921420	145.760777	1	0	0
-16.921160	145.762025	1	0	0
-16.921154	145.763479	1	0	0
-16.921013	145.763359	1	0	0
-16.920473	145.764938	1	0	0
-16.920269	145.765924	1	0	0
-16.919802	145.762327	1	0	0
-16.919389	145.763921	1	0	0
-16.918715	145.760841	1	0	0
-16.918530	145.759419	1	0	0
-16.918522	145.759221	1	0	0
-16.917402	145.758687	1	0	0
-16.916990	145.758260	1	0	0
-16.916542	145.762615	1	0	0
-16.916444	145.759709	1	0	0
-16.916299	145.759021	1	0	0
-16.915182	145.754997	1	0	0
-16.914661	145.757535	1	0	0
-16.914578	145.757439	1	0	0
-16.914394	145.757142	1	0	0
-16.915341	145.757284	1	0	0
-16.914174	145.762953	1	0	0
-16.914670	145.754589	1	0	0
-16.915260	145.755026	1	0	0
-16.915427	145.755149	1	0	0
-16.915747	145.754474	1	0	0
-16.916533	145.754811	1	0	0
-16.916319	145.755083	1	0	0
-16.918205	145.765064	1	0	0
-16.916162	145.763478	1	0	0
-16.916042	145.763382	1	0	0
-16.915803	145.763189	1	0	0
-16.914521	145.756358	1	0	0
-16.914591	145.756256	1	0	0
-16.918933	145.767393	1	0	0
-16.919580	145.764206	1	0	0
-16.917288	145.761942	1	0	0
-16.920588	145.761713	0	1	0
-16.927490	145.770783	0	1	0
-16.927201	145.771150	0	1	0
-16.926982	145.770490	0	1	0
-16.926982	145.770490	0	1	0
-16.926169	145.766133	0	1	0
-16.926011	145.765917	0	1	0
-16.925989	145.769820	0	1	0
-16.925937	145.765854	0	1	0
-16.925866	145.767493	0	1	0
-16.925865	145.766210	0	1	0
-16.925865	145.766210	0	1	0
-16.925844	145.768583	0	1	0
-16.925773	145.769380	0	1	0
-16.925750	145.766356	0	1	0
-16.925578	145.766575	0	1	0
-16.925568	145.765539	0	1	0
-16.925434	145.769251	0	1	0
-16.925298	145.768007	0	1	0
-16.925279	145.769447	0	1	0
-16.925144	145.765503	0	1	0
-16.925128	145.768402	0	1	0
-16.925071	145.768475	0	1	0
-16.925013	145.768548	0	1	0
-16.924891	145.768704	0	1	0
-16.924615	145.768111	0	1	0
-16.924551	145.768197	0	1	0
-16.923391	145.762529	0	1	0
-16.923162	145.761440	0	1	0
-16.923065	145.762253	0	1	0
-16.922522	145.761793	0	1	0
-16.922357	145.762792	0	1	0
-16.922308	145.763878	0	1	0
-16.921952	145.761225	0	1	0
-16.921882	145.767579	0	1	0
-16.921431	145.762979	0	1	0
-16.921224	145.763539	0	1	0
-16.921096	145.767331	0	1	0
-16.920754	145.760211	0	1	0
-16.920265	145.762720	0	1	0
-16.920265	145.762720	0	1	0
-16.920265	145.762720	0	1	0
-16.920265	145.762720	0	1	0
-16.920195	145.764544	0	1	0
-16.919980	145.762478	0	1	0
-16.919978	145.764889	0	1	0
-16.919978	145.764889	0	1	0
-16.919978	145.764889	0	1	0
-16.919978	145.764889	0	1	0
-16.919978	145.764889	0	1	0
-16.919978	145.764889	0	1	0
-16.919875	145.761106	0	1	0
-16.919247	145.763800	0	1	0
-16.919103	145.758735	0	1	0
-16.918905	145.762858	0	1	0
-16.918542	145.761248	0	1	0
-16.918343	145.759671	0	1	0
-16.918114	145.759959	0	1	0
-16.917870	145.758799	0	1	0
-16.917495	145.759329	0	1	0
-16.917084	145.761642	0	1	0
-16.917033	145.761567	0	1	0
-16.916682	145.759769	0	1	0
-16.916656	145.759402	0	1	0
-16.916631	145.762771	0	1	0
-16.916472	145.762493	0	1	0
-16.916404	145.762373	0	1	0
-16.915869	145.759165	0	1	0
-16.915796	145.758536	0	1	0
-16.915795	145.759110	0	1	0
-16.915791	145.758707	0	1	0
-16.915771	145.761269	0	1	0
-16.915741	145.758782	0	1	0
-16.915569	145.760914	0	1	0
-16.915364	145.760554	0	1	0
-16.915082	145.760058	0	1	0
-16.914947	145.759821	0	1	0
-16.914342	145.756984	0	1	0
-16.913926	145.759843	0	1	0
-16.913751	145.755969	0	1	0
-16.912298	145.761402	0	1	0
-16.913940	145.754049	0	1	0
-16.914593	145.753496	0	1	0
-16.912931	145.757017	0	1	0
-16.924345	145.766639	1	1	0
-16.928336	145.769607	0	1	0
-16.928333	145.767277	0	1	0
-16.928240	145.770512	0	1	0
-16.928124	145.769427	0	1	0
-16.927998	145.770995	0	1	0
-16.926152	145.769571	0	1	0
-16.925866	145.767493	0	1	0
-16.925497	145.765479	0	1	0
-16.925077	145.770185	0	1	0
-16.924708	145.766505	0	1	0
-16.924708	145.766505	0	1	0
-16.924672	145.768979	0	1	0
-16.924672	145.768979	0	1	0
-16.923674	145.763672	0	1	0
-16.923674	145.763672	0	1	0
-16.923674	145.763672	0	1	0
-16.923674	145.763672	0	1	0
-16.923674	145.763672	0	1	0
-16.923674	145.763672	0	1	0
-16.923674	145.763672	0	1	0
-16.923674	145.763672	0	1	0
-16.923674	145.763672	0	1	0
-16.923674	145.763672	0	1	0
-16.923674	145.763672	0	1	0
-16.923674	145.763672	0	1	0
-16.923674	145.763672	0	1	0
-16.923674	145.763672	0	1	0
-16.923674	145.763672	0	1	0
-16.923674	145.763672	0	1	0
-16.923674	145.763672	0	1	0
-16.923391	145.762529	0	1	0
-16.922305	145.761609	0	1	0
-16.922247	145.766514	0	1	0
-16.922146	145.762367	0	1	0
-16.921805	145.767956	0	1	0
-16.919691	145.763535	0	1	0
-16.919542	145.761678	0	1	0
-16.919539	145.765692	0	1	0
-16.919539	145.765692	0	1	0
-16.919539	145.765692	0	1	0
-16.919539	145.765692	0	1	0
-16.919539	145.765692	0	1	0
-16.919539	145.765692	0	1	0
-16.919539	145.765692	0	1	0
-16.919539	145.765692	0	1	0
-16.919539	145.765692	0	1	0
-16.919539	145.765692	0	1	0
-16.919539	145.765692	0	1	0
-16.919539	145.765692	0	1	0
-16.919539	145.765692	0	1	0
-16.919539	145.765692	0	1	0
-16.919539	145.765692	0	1	0
-16.919539	145.765692	0	1	0
-16.919539	145.765692	0	1	0
-16.919539	145.765692	0	1	0
-16.919539	145.765692	0	1	0
-16.919066	145.765325	0	1	0
-16.918754	145.762526	0	1	0
-16.917963	145.762188	0	1	0
-16.917880	145.764229	0	1	0
-16.917880	145.764229	0	1	0
-16.917880	145.764229	0	1	0
-16.917880	145.764229	0	1	0
-16.917880	145.764229	0	1	0
-16.917880	145.764229	0	1	0
-16.917340	145.762017	0	1	0
-16.917297	145.763297	0	1	0
-16.920265	145.762720	0	1	0
-16.920265	145.762720	0	1	0
-16.916401	145.763672	0	1	0
-16.915160	145.753982	0	1	0
-16.914273	145.762678	0	1	0
-16.917819	145.769629	0	1	0
-16.921536	145.767589	0	1	0
-16.921154	145.767125	0	1	0
-16.921103	145.767190	0	1	0
-16.921940	145.767506	0	1	0
-16.919112	145.767543	0	1	0
-16.919040	145.767485	0	1	0
-16.913890	145.763321	0	1	0
-16.914342	145.756984	0	1	0
-16.918173	145.768897	0	1	0
-16.917903	145.769642	0	1	0
-16.922819	145.773088	0	1	0
-16.915921	145.767170	0	1	0
-16.914822	145.767075	0	1	0
-16.912730	145.765043	0	1	0
-16.921296	145.761707	1	1	0
-16.916614	145.758562	1	1	0
-16.912420	145.756509	1	1	0
-16.929517	145.768917	1	1	0
-16.929499	145.768648	1	1	0
-16.928946	145.768430	1	1	0
-16.928597	145.768167	1	1	0
-16.927885	145.768914	1	1	0
-16.927788	145.768830	1	1	0
-16.927709	145.771361	1	1	0
-16.927374	145.770930	1	1	0
-16.927316	145.769970	1	1	0
-16.927244	145.769908	1	1	0
-16.926971	145.769676	1	1	0
-16.926740	145.771240	1	1	0
-16.926712	145.770185	1	1	0
-16.926685	145.770236	1	1	0
-16.926529	145.771000	1	1	0
-16.926453	145.770517	1	1	0
-16.926336	145.770632	1	1	0
-16.926123	145.766005	1	1	0
-16.926123	145.766005	1	1	0
-16.926123	145.766005	1	1	0
-16.925054	145.765987	1	1	0
-16.924963	145.767672	1	1	0
-16.924515	145.768201	1	1	0
-16.924507	145.769222	1	1	0
-16.924453	145.765860	1	1	0
-16.924239	145.768855	1	1	0
-16.924032	145.762173	1	1	0
-16.923578	145.766909	1	1	0
-16.923182	145.766254	1	1	0
-16.923171	145.762869	1	1	0
-16.923171	145.762869	1	1	0
-16.921909	145.762287	1	1	0
-16.921909	145.762287	1	1	0
-16.921410	145.766504	1	1	0
-16.920236	145.765761	1	1	0
-16.917786	145.759023	1	1	0
-16.915482	145.758995	1	1	0
-16.915073	145.758219	1	1	0
-16.914901	145.759719	1	1	0
-16.914901	145.759719	1	1	0
-16.913271	145.755252	1	1	0
-16.924357	145.774372	1	1	0
-16.921415	145.768490	1	1	0
-16.920778	145.768671	1	1	0
-16.928477	145.769727	0	0	1
-16.928464	145.769421	0	0	1
-16.928460	145.770568	0	0	1
-16.928265	145.769548	0	0	1
-16.928061	145.770475	0	0	1
-16.927776	145.768529	0	0	1
-16.927766	145.770232	0	0	1
-16.927702	145.769068	0	0	1
-16.927606	145.770636	0	0	1
-16.927561	145.768948	0	0	1
-16.927532	145.770031	0	0	1
-16.927409	145.769598	0	0	1
-16.927105	145.769790	0	0	1
-16.927096	145.770346	0	0	1
-16.927096	145.770346	0	0	1
-16.927027	145.771370	0	0	1
-16.926972	145.770409	0	0	1
-16.926903	145.770350	0	0	1
-16.926896	145.769612	0	0	1
-16.926616	145.769033	0	0	1
-16.926553	145.769110	0	0	1
-16.926334	145.769338	0	0	1
-16.925980	145.766064	0	0	1
-16.925753	145.770117	0	0	1
-16.925719	145.765668	0	0	1
-16.925693	145.766429	0	0	1
-16.925684	145.770217	0	0	1
-16.925556	145.768468	0	0	1
-16.925521	145.766648	0	0	1
-16.925490	145.768413	0	0	1
-16.925347	145.768380	0	0	1
-16.924970	145.765202	0	0	1
-16.924854	145.766237	0	0	1
-16.924829	145.764516	0	0	1
-16.924725	145.767973	0	0	1
-16.924496	145.767626	0	0	1
-16.924341	145.764202	0	0	1
-16.924272	145.768235	0	0	1
-16.924222	145.764138	0	0	1
-16.923608	145.762713	0	0	1
-16.923500	145.762621	0	0	1
-16.923388	145.764413	0	0	1
-16.923379	145.761624	0	0	1
-16.923233	145.764280	0	0	1
-16.923061	145.765103	0	0	1
-16.922956	145.762161	0	0	1
-16.922848	145.762069	0	0	1
-16.922848	145.762069	0	0	1
-16.922843	145.766473	0	0	1
-16.922740	145.764625	0	0	1
-16.922739	145.761977	0	0	1
-16.922686	145.762949	0	0	1
-16.922648	145.764360	0	0	1
-16.922632	145.765803	0	0	1
-16.922631	145.761885	0	0	1
-16.922576	145.766704	0	0	1
-16.922453	145.763691	0	0	1
-16.922278	145.764438	0	0	1
-16.922276	145.763700	0	0	1
-16.922200	145.765517	0	0	1
-16.922137	145.767583	0	0	1
-16.922136	145.763581	0	0	1
-16.922116	145.763360	0	0	1
-16.922069	145.765721	0	0	1
-16.922069	145.765721	0	0	1
-16.922069	145.765721	0	0	1
-16.922069	145.765721	0	0	1
-16.922069	145.765721	0	0	1
-16.922069	145.765721	0	0	1
-16.921974	145.766128	0	0	1
-16.921927	145.764138	0	0	1
-16.921843	145.761136	0	0	1
-16.921824	145.767653	0	0	1
-16.921737	145.761046	0	0	1
-16.921713	145.763220	0	0	1
-16.921709	145.764932	0	0	1
-16.921642	145.763160	0	0	1
-16.921636	145.764722	0	0	1
