"GID","Lat","Long","SiteCode","ToBufDist","DateDeployed","DateCollected","TrapStatus","FemaleAeaeg","MaleAeaeg","FemalesTested","FemaleAeaeg2","Female_wMel","Female_wMelPop","MalesTested","MaleAeaeg2","Male_wMel","Male_wMelPop"
26687,"-16.92112","145.76051","PP12",0.00,26/3/2013 0:00:00,3/4/2013 0:00:00,"OK",29,9,29,29,16,0,9,9,5,0
12036,"-16.92137","145.76194","PP13",0.00,26/3/2013 0:00:00,3/4/2013 0:00:00,"OK",35,14,35,35,30,0,14,14,9,0
619,"-16.92303","145.76327","PP08",0.00,26/3/2013 0:00:00,3/4/2013 0:00:00,"OK",5,4,5,5,4,0,4,4,3,0
44074,"-16.92359","145.76091","PP15-1",0.00,26/3/2013 0:00:00,3/4/2013 0:00:00,"OK",0,0,,,,,,,,
23970,"-16.9205","145.7664","PP01",0.00,26/3/2013 0:00:00,3/4/2013 0:00:00,"Fail",,,,,,,,,,
21144,"-16.91029","145.75585","PP43-2",9999.00,5/4/2013 0:00:00,9/4/2013 0:00:00,"OK",1,0,1,1,0,0,,,,
309,"-16.91449","145.75675","MA03",200.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",3,1,3,3,0,0,1,1,0,0
287,"-16.91593","145.75719","MA06",100.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",1,0,1,1,0,0,,,,
271,"-16.91596","145.75621","MA11",200.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",0,0,,,,,,,,
240,"-16.9154","145.7549","MA15",300.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",3,0,3,3,0,0,,,,
26646,"-16.92096","145.76434","PP04",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",0,2,,,,,2,2,2,0
47501,"-16.91546","145.76033","PP30",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",9,0,9,9,8,0,,,,
53343,"-16.91735","145.76202","PP29",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",14,10,14,14,11,0,10,10,9,0
26103,"-16.9145","145.75292","PP42-1",9999.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",4,0,4,4,0,0,,,,
31446,"-16.92464","145.76743","PP34",400.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",4,3,4,4,0,0,3,3,0,0
21693,"-16.91975","145.76381","PP27",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",21,1,21,21,19,0,1,1,1,0
55377,"-16.91715","145.76301","PP28",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",0,1,,,,,1,1,0,0
623,"-16.92215","145.76311","PP31",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",8,1,8,8,6,0,1,1,0,0
35549,"-16.92286","145.76647","PP41",200.00,,,"Fail",,,,,,,,,,
35680,"-16.92598","145.76607","PP40-1",500.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",1,0,1,1,0,0,,,,
27260,"-16.92555","145.7653","PP39",400.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",1,0,1,1,0,0,,,,
27260,"-16.92555","145.7653","PP39",400.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",1,0,1,1,0,0,,,,
284,"-16.91549","145.7571","PP38-1",100.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",1,1,1,1,0,0,1,1,0,0
46175,"-16.91247","145.75655","PP37",400.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",4,2,4,4,1,0,2,2,1,0
30708,"-16.92417","145.76695","PP35",400.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",2,0,2,2,0,0,,,,
33100,"-16.9257","145.76833","PP33",9999.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",2,0,2,2,0,0,,,,
3543,"-16.92403","145.76397","PP32",100.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",0,2,,,,,2,2,0,0
900029,"-16.91801","145.76245","PP44",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",8,2,8,8,7,0,2,2,2,0
323,"-16.91375","145.75598","MA01-1",400.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",1,0,1,1,0,0,,,,
67089,"-16.91863","145.76443","PP26",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",12,29,12,12,10,0,29,29,29,0
47941,"-16.91456","145.75423","PP36",400.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",2,4,2,2,0,0,4,4,0,0
643,"-16.92186","145.76408","PP05",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",13,7,13,13,12,0,7,7,7,0
22950,"-16.91897","145.76313","PP25",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",11,1,11,11,10,0,1,1,1,0
301,"-16.91508","145.75701","MA05",200.00,,,"Fail",,,,,,,,,,
23970,"-16.9205","145.7664","PP01",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",31,3,31,31,20,0,3,3,2,0
651,"-16.92109","145.76342","PP06",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",9,2,9,9,9,0,2,2,2,0
626,"-16.92237","145.7633","PP07",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",12,6,12,12,11,0,6,6,5,0
619,"-16.92303","145.76327","PP08",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",6,8,6,6,5,0,8,8,7,0
602,"-16.92344","145.76225","PP09",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",5,9,5,5,5,0,9,9,6,0
573,"-16.92339","145.76163","PP10",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",8,1,8,8,4,0,1,1,1,0
23463,"-16.91717","145.76106","PP11-1",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",11,0,11,11,11,0,,,,
26687,"-16.92112","145.76051","PP12",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",25,14,25,25,18,0,14,14,5,0
12036,"-16.92137","145.76194","PP13",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",23,14,23,23,21,0,14,14,10,0
6511,"-16.92036","145.76231","PP14",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",26,32,26,26,23,0,32,32,30,0
435,"-16.91749","145.75932","PP20-1",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",8,0,8,8,6,0,,,,
35611,"-16.92006","145.76126","PP16",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",1,0,1,1,1,0,,,,
478,"-16.91868","145.76137","PP17",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",6,1,6,6,6,0,1,1,1,0
494,"-16.91929","145.76012","PP18",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",14,10,14,14,13,0,10,10,7,0
507,"-16.91866","145.75994","PP19",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",6,2,6,6,4,0,2,2,1,0
13424,"-16.91982","145.7657","PP02",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",8,0,8,8,7,0,,,,
36629,"-16.92062","145.76477","PP03",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",9,0,9,9,9,0,,,,
427,"-16.91646","145.75903","PP22",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",3,1,3,3,2,0,1,1,1,0
44074,"-16.92359","145.76091","PP15-1",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"Fail",,,,,,,,,,
35627,"-16.91646","145.75845","PP21",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",4,1,4,4,3,0,1,1,0,0
450,"-16.91655","145.75955","PP23",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",6,2,6,6,6,0,2,2,2,0
47457,"-16.91626","145.76032","PP24",0.00,3/4/2013 0:00:00,9/4/2013 0:00:00,"OK",14,3,14,14,12,0,3,3,3,0
33100,"-16.9257","145.76833","PP33",9999.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",0,0,,,,,,,,
31446,"-16.92464","145.76743","PP34",400.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",5,2,5,5,0,0,2,2,0,0
47941,"-16.91456","145.75423","PP36",400.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",3,2,3,3,0,0,2,2,0,0
30708,"-16.92417","145.76695","PP35",400.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",1,0,1,1,0,0,,,,
3543,"-16.92403","145.76397","PP32",100.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",1,3,1,1,0,0,3,3,2,0
900029,"-16.91801","145.76245","PP44",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",3,5,3,3,3,0,5,5,4,0
623,"-16.92215","145.76311","PP31",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",3,1,3,3,3,0,1,1,1,0
46175,"-16.91247","145.75655","PP37",400.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",6,0,6,6,0,0,,,,
53343,"-16.91735","145.76202","PP29",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",13,37,13,13,11,0,37,37,35,0
55377,"-16.91715","145.76301","PP28",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",2,1,2,2,2,0,1,1,1,0
21693,"-16.91975","145.76381","PP27",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",12,2,12,12,9,0,2,2,2,0
47501,"-16.91546","145.76033","PP30",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",7,1,7,7,5,0,1,1,0,0
284,"-16.91549","145.7571","PP38-1",100.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",1,2,1,1,0,0,2,2,0,0
27260,"-16.92555","145.7653","PP39",400.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",0,0,,,,,,,,
27260,"-16.92555","145.7653","PP39",400.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",0,0,,,,,,,,
287,"-16.91593","145.75719","MA06",100.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",3,0,3,3,1,0,,,,
21144,"-16.91029","145.75585","PP43-2",9999.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",0,0,,,,,,,,
323,"-16.91375","145.75598","MA01-1",400.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"Fail",,,,,,,,,,
309,"-16.91449","145.75675","MA03",200.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",2,0,2,2,0,0,,,,
301,"-16.91508","145.75701","MA05",200.00,,,"Fail",,,,,,,,,,
67089,"-16.91863","145.76443","PP26",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",7,5,7,7,5,0,5,5,5,0
35680,"-16.92598","145.76607","PP40-1",500.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",0,0,,,,,,,,
271,"-16.91596","145.75621","MA11",200.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",5,1,5,5,0,0,1,1,0,0
240,"-16.9154","145.7549","MA15",300.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",3,1,3,3,0,0,1,1,0,0
38864,"-16.92241","145.76631","PP41-1",200.00,8/4/2013 0:00:00,16/4/2013 0:00:00,"OK",4,0,4,4,0,0,,,,
626,"-16.92237","145.7633","PP07",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",6,3,6,6,5,0,3,3,2,0
22950,"-16.91897","145.76313","PP25",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",21,11,21,21,16,0,11,11,10,0
26103,"-16.9145","145.75292","PP42-1",9999.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",3,0,3,3,0,0,,,,
23970,"-16.9205","145.7664","PP01",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",12,4,12,12,11,0,4,4,3,0
13424,"-16.91982","145.7657","PP02",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",6,3,6,6,5,0,3,3,2,0
36629,"-16.92062","145.76477","PP03",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",15,5,15,15,15,0,5,5,5,0
26646,"-16.92096","145.76434","PP04",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",9,6,9,9,9,0,6,6,6,0
651,"-16.92109","145.76342","PP06",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",9,0,9,9,9,0,,,,
619,"-16.92303","145.76327","PP08",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",6,0,6,6,5,0,,,,
602,"-16.92344","145.76225","PP09",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",15,9,15,15,15,0,9,9,9,0
573,"-16.92339","145.76163","PP10",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",11,6,11,11,10,0,6,6,5,0
23463,"-16.91717","145.76106","PP11-1",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",1,0,1,1,1,0,,,,
26687,"-16.92112","145.76051","PP12",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",20,4,20,20,12,0,4,4,4,0
507,"-16.91866","145.75994","PP19",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",10,2,10,10,6,0,2,2,2,0
450,"-16.91655","145.75955","PP23",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",10,2,10,10,9,0,2,2,2,0
643,"-16.92186","145.76408","PP05",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",18,13,18,18,15,0,13,13,11,0
47457,"-16.91626","145.76032","PP24",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",20,5,18,18,17,0,5,5,5,0
12036,"-16.92137","145.76194","PP13",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",13,3,13,13,13,0,3,3,3,0
427,"-16.91646","145.75903","PP22",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",4,1,4,4,4,0,1,1,1,0
435,"-16.91749","145.75932","PP20-1",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",10,3,10,10,9,0,4,4,4,0
494,"-16.91929","145.76012","PP18",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",12,13,12,12,11,0,13,13,13,0
478,"-16.91868","145.76137","PP17",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",11,1,11,11,11,0,1,1,1,0
35611,"-16.92006","145.76126","PP16",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",6,8,6,6,6,0,8,8,8,0
44074,"-16.92359","145.76091","PP15-1",0.00,,,"Fail",,,,,,,,,,
6511,"-16.92036","145.76231","PP14",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",29,20,29,29,20,0,20,20,17,0
35627,"-16.91646","145.75845","PP21",0.00,9/4/2013 0:00:00,16/4/2013 0:00:00,"OK",1,0,1,1,1,0,,,,
427,"-16.91646","145.75903","PP22",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",6,2,6,6,6,0,2,2,2,0
623,"-16.92215","145.76311","PP31",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",3,3,3,3,3,0,3,3,3,0
47457,"-16.91626","145.76032","PP24",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",19,6,19,19,19,0,6,6,6,0
35627,"-16.91646","145.75845","PP21",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",2,6,2,2,2,0,6,6,6,0
450,"-16.91655","145.75955","PP23",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",21,3,21,21,20,0,3,3,2,0
22950,"-16.91897","145.76313","PP25",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",22,10,22,22,19,0,10,10,10,0
67089,"-16.91863","145.76443","PP26",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",18,16,18,18,18,0,16,16,16,0
21693,"-16.91975","145.76381","PP27",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",15,4,15,15,15,0,4,4,4,0
55377,"-16.91715","145.76301","PP28",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",3,0,3,3,3,0,,,,
47501,"-16.91546","145.76033","PP30",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",16,5,16,16,10,0,5,5,4,0
435,"-16.91749","145.75932","PP20-1",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"Fail",,,,,,,,,,
626,"-16.92237","145.7633","PP07",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",14,10,14,14,14,0,10,10,10,0
53343,"-16.91735","145.76202","PP29",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",15,28,15,15,15,0,28,28,26,0
507,"-16.91866","145.75994","PP19",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",9,2,9,9,9,0,2,2,1,0
494,"-16.91929","145.76012","PP18",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",6,14,6,6,4,0,14,14,14,0
478,"-16.91868","145.76137","PP17",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",10,0,10,10,10,0,,,,
35611,"-16.92006","145.76126","PP16",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",4,2,4,4,4,0,2,2,2,0
565,"-16.92408","145.7619","PP15-2",0.00,15/4/2013 0:00:00,23/4/2013 0:00:00,"OK",14,2,14,14,14,0,2,2,2,0
6511,"-16.92036","145.76231","PP14",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",22,17,22,22,18,0,17,17,17,0
12036,"-16.92137","145.76194","PP13",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",21,13,21,21,20,0,13,13,13,0
26687,"-16.92112","145.76051","PP12",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",32,23,32,32,29,0,23,23,18,0
23463,"-16.91717","145.76106","PP11-1",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",4,0,4,4,3,0,,,,
573,"-16.92339","145.76163","PP10",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",11,6,11,11,11,0,6,6,5,0
900029,"-16.91801","145.76245","PP44",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",13,6,13,13,13,0,6,6,3,0
619,"-16.92303","145.76327","PP08",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",11,6,11,11,11,0,6,6,6,0
26103,"-16.9145","145.75292","PP42-1",9999.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",6,0,6,6,0,0,,,,
651,"-16.92109","145.76342","PP06",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",3,0,3,3,3,0,,,,
602,"-16.92344","145.76225","PP09",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",11,5,11,11,11,0,5,5,5,0
271,"-16.91596","145.75621","MA11",200.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",6,0,6,6,0,0,,,,
23970,"-16.9205","145.7664","PP01",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",14,8,14,14,10,0,8,8,6,0
13424,"-16.91982","145.7657","PP02",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",8,1,8,8,8,0,1,1,1,0
36629,"-16.92062","145.76477","PP03",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",10,1,10,10,9,0,1,1,1,0
26646,"-16.92096","145.76434","PP04",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",2,0,2,2,2,0,,,,
643,"-16.92186","145.76408","PP05",0.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",29,11,29,29,26,0,11,11,11,0
35680,"-16.92598","145.76607","PP40-1",500.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",2,0,2,2,0,0,,,,
240,"-16.9154","145.7549","MA15",300.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",2,0,1,1,0,0,,,,
3543,"-16.92403","145.76397","PP32",100.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",3,1,3,3,1,0,1,1,1,0
287,"-16.91593","145.75719","MA06",100.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",12,0,12,12,4,0,,,,
301,"-16.91508","145.75701","MA05",200.00,,,"Fail",,,,,,,,,,
309,"-16.91449","145.75675","MA03",200.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",5,0,5,5,0,0,,,,
47941,"-16.91456","145.75423","PP36",400.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",3,3,3,3,0,0,3,3,0,0
33100,"-16.9257","145.76833","PP33",9999.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"Fail",,,,,,,,,,
30708,"-16.92417","145.76695","PP35",400.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",1,0,1,1,0,0,,,,
323,"-16.91375","145.75598","MA01-1",400.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",0,0,,,,,,,,
46175,"-16.91247","145.75655","PP37",400.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",5,0,5,5,0,0,,,,
21144,"-16.91029","145.75585","PP43-2",9999.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",1,0,1,1,0,0,,,,
27260,"-16.92555","145.7653","PP39",400.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",0,0,,,,,,,,
27260,"-16.92555","145.7653","PP39",400.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",0,0,,,,,,,,
38864,"-16.92241","145.76631","PP41-1",200.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",1,0,1,1,1,0,,,,
284,"-16.91549","145.7571","PP38-1",100.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",1,1,1,1,1,0,1,1,1,0
31446,"-16.92464","145.76743","PP34",400.00,16/4/2013 0:00:00,23/4/2013 0:00:00,"OK",2,1,2,2,1,0,1,1,0,0
309,"-16.91449","145.75675","MA03",200.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",3,0,3,3,0,0,,,,
301,"-16.91508","145.75701","MA05",200.00,,,"Fail",,,,,,,,,,
287,"-16.91593","145.75719","MA06",100.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",2,0,2,2,1,0,,,,
271,"-16.91596","145.75621","MA11",200.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",7,0,7,7,0,0,,,,
240,"-16.9154","145.7549","MA15",300.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",1,0,1,1,0,0,,,,
643,"-16.92186","145.76408","PP05",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",7,4,7,7,7,0,4,4,4,0
13424,"-16.91982","145.7657","PP02",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",2,0,2,2,1,0,,,,
23970,"-16.9205","145.7664","PP01",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",20,2,19,19,9,0,2,2,1,0
36629,"-16.92062","145.76477","PP03",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",1,2,1,1,1,0,2,2,2,0
323,"-16.91375","145.75598","MA01-1",400.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",0,1,,,,,1,1,0,0
478,"-16.91868","145.76137","PP17",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",5,0,5,5,4,0,,,,
3543,"-16.92403","145.76397","PP32",100.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",3,0,3,3,2,0,,,,
900029,"-16.91801","145.76245","PP44",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",3,3,3,3,3,0,3,3,3,0
623,"-16.92215","145.76311","PP31",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",7,2,7,7,7,0,2,2,2,0
47501,"-16.91546","145.76033","PP30",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",7,0,7,7,2,0,,,,
53343,"-16.91735","145.76202","PP29",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",5,6,5,5,5,0,6,6,5,0
55377,"-16.91715","145.76301","PP28",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",1,2,1,1,1,0,2,2,2,0
21693,"-16.91975","145.76381","PP27",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",6,0,6,6,6,0,,,,
67089,"-16.91863","145.76443","PP26",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",7,2,7,7,6,0,2,2,2,0
22950,"-16.91897","145.76313","PP25",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",19,5,19,19,18,0,5,5,5,0
47457,"-16.91626","145.76032","PP24",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",7,0,7,7,5,0,,,,
450,"-16.91655","145.75955","PP23",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",2,1,2,2,2,0,1,1,1,0
427,"-16.91646","145.75903","PP22",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",0,0,,,,,,,,
33100,"-16.9257","145.76833","PP33",9999.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",0,0,,,,,,,,
507,"-16.91866","145.75994","PP19",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"Fail",,,,,,,,,,
435,"-16.91749","145.75932","PP20-1",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",6,2,6,6,6,0,2,2,1,0
35611,"-16.92006","145.76126","PP16",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",2,1,2,2,2,0,1,1,0,0
565,"-16.92408","145.7619","PP15-2",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"Fail",,,,,,,,,,
6511,"-16.92036","145.76231","PP14",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",18,10,18,18,14,0,10,10,10,0
12036,"-16.92137","145.76194","PP13",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",13,2,13,13,10,0,2,2,2,0
26687,"-16.92112","145.76051","PP12",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",14,11,14,14,11,0,11,11,8,0
23463,"-16.91717","145.76106","PP11-1",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",3,0,3,3,3,0,,,,
573,"-16.92339","145.76163","PP10",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",6,4,6,6,6,0,4,4,4,0
602,"-16.92344","145.76225","PP09",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",4,1,4,4,4,0,1,1,1,0
619,"-16.92303","145.76327","PP08",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",5,1,5,5,5,0,1,1,1,0
651,"-16.92109","145.76342","PP06",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",8,1,8,8,8,0,1,1,1,0
26646,"-16.92096","145.76434","PP04",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",1,0,1,1,1,0,,,,
6311,"-16.92616","145.76163","PP56",200.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",6,1,6,6,2,0,1,1,1,0
626,"-16.92237","145.7633","PP07",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",5,0,5,5,4,0,,,,
35627,"-16.91646","145.75845","PP21",0.00,23/4/2013 0:00:00,30/4/2013 0:00:00,"OK",2,0,2,2,2,0,,,,
