ID,gender,mateID,enzyme,age,gonoCycle,timeDeath,typeDeath,whereTrapped,motherID,fatherID,infStatus,releaseLoc,long,lat,gridID
3242,0,-1,0.0172215283382684,20,0,1,1,26687,-1,-1,0,-1,145.76049942011733,-16.921109837308872,930
3521,1,-1,0.3309680235106498,18,0,1,1,26687,-1,-1,0,-1,145.7605949554454,-16.921075255510296,981
11678,1,-1,0.8674568731803447,20,1,1,1,26687,-1,-1,0,-1,145.76044648243376,-16.92107427289113,930
11696,1,-1,0.45912520098499954,20,1,1,1,26687,-1,-1,0,-1,145.76043467936577,-16.921209978169994,929
572,0,-1,0.953637209488079,17,0,1,1,573,-1,-1,0,-1,145.76166682539943,-16.92333629531546,1194
4631,1,-1,0.7726462460123003,17,0,1,1,573,-1,-1,0,-1,145.7616335658042,-16.92340478757958,1193
5979,1,-1,0.7961813313886523,21,1,1,1,573,-1,-1,0,-1,145.76156372375752,-16.923457838346927,1193
6905,0,-1,0.07480872259475291,17,0,1,1,573,-1,-1,0,-1,145.76171409707072,-16.923453213058146,1193
2652,0,-1,0.9823548484127969,21,0,1,1,619,-1,-1,0,-1,145.76335161739803,-16.923043431135547,1569
5026,1,-1,0.07090702536515892,22,1,1,1,619,-1,-1,0,-1,145.76319162041838,-16.92293769446654,1524
9158,0,-1,0.8851658734492958,22,0,1,1,619,-1,-1,0,-1,145.7633679067517,-16.923033058973175,1569
9910,1,-1,0.6714695158880204,20,1,1,1,619,-1,-1,0,-1,145.76319439683516,-16.92301377033534,1524
12971,1,-1,0.14362084958702326,17,0,1,1,619,-1,-1,0,-1,145.76328720393124,-16.923039344719673,1569
12002,1,-1,0.932636795565486,20,1,1,1,626,-1,-1,0,-1,145.76332657428915,-16.92245631994671,1571
14192,0,-1,0.4189175833016634,21,0,1,1,626,-1,-1,0,-1,145.7632629559131,-16.922288501233975,1527
2039,1,-1,0.49353476986289024,21,1,1,1,651,-1,-1,0,-1,145.76333740468195,-16.920990220926868,1577
5806,0,-1,0.15883788326755166,17,0,1,1,651,-1,-1,0,-1,145.76340026327426,-16.92107377714582,1577
7516,0,-1,0.010442872997373343,22,0,1,1,651,-1,-1,0,-1,145.763405609979,-16.92116133422074,1576
10419,0,-1,0.406348655000329,22,0,1,1,651,-1,-1,0,-1,145.7633452772436,-16.92103485868956,1577
11458,0,-1,0.7242438539396971,21,0,1,1,651,-1,-1,0,-1,145.7634919564714,-16.921035776121606,1577
14516,1,-1,0.12349323113448918,21,1,1,1,651,-1,-1,0,-1,145.76335969466658,-16.921085965911132,1577
4528,0,-1,0.05218810751102865,18,0,1,1,643,-1,-1,0,-1,145.76414101070287,-16.92195222020679,1681
12494,1,-1,0.7149168299511075,20,1,1,1,643,-1,-1,0,-1,145.76409134111435,-16.921915194098776,1681
14547,0,-1,0.07618829794228077,19,0,1,1,643,-1,-1,0,-1,145.764120830331,-16.92193689180489,1681
2150,1,-1,0.8497148419264704,20,1,1,1,35627,-1,-1,0,-1,145.75835292970467,-16.916489973629826,562
2401,1,-1,0.7114102232735604,18,0,1,1,35627,-1,-1,0,-1,145.7584510959685,-16.916506706633776,562
11461,0,-1,0.6429023472592235,18,0,1,1,35627,-1,-1,0,-1,145.75852996010013,-16.91640304173774,609
10257,0,-1,0.2995523428544402,19,0,1,1,240,-1,-1,0,-1,145.7549705820972,-16.915474194607636,112
11581,1,-1,0.24752554460428655,23,1,1,1,240,-1,-1,0,-1,145.75487459528566,-16.91542577530947,112
5407,0,-1,0.3805121562909335,18,0,1,1,23970,-1,-1,0,-1,145.76632140687985,-16.920534604606758,1891
13605,1,-1,0.18116634781472385,16,0,1,1,23970,-1,-1,0,-1,145.7663412970133,-16.920585931705705,1891
14230,1,-1,0.055709774838760495,19,0,1,1,23970,-1,-1,0,-1,145.76634921208043,-16.92055431102673,1891
14637,1,-1,0.489612192614004,23,1,1,1,23970,-1,-1,0,-1,145.766459319699,-16.920533345260196,1891
11774,0,-1,0.29805845906957984,17,0,1,1,478,-1,-1,0,-1,145.7614686769465,-16.918686336189943,1153
13662,0,-1,0.37586107663810253,23,0,1,1,478,-1,-1,0,-1,145.7613034322681,-16.918694232786795,1153
4494,1,-1,0.6037334462162107,17,0,1,1,494,-1,-1,0,-1,145.76009235427054,-16.919313151173917,888
8366,1,-1,0.6768761477433145,17,0,1,1,494,-1,-1,0,-1,145.76016730966487,-16.91922962458547,888
10905,1,-1,0.21660017454996705,22,1,1,1,435,-1,-1,0,-1,145.75932251374664,-16.917479838838208,750
12090,1,-1,0.909067829605192,18,0,1,1,435,-1,-1,0,-1,145.75932685220678,-16.91751473836727,750
5926,1,-1,0.6292216000147164,21,1,1,1,22950,-1,-1,0,-1,145.76314633237953,-16.918876410045435,1541
13416,0,-1,0.0592930915299803,19,0,1,1,22950,-1,-1,0,-1,145.76311820391032,-16.91893172802158,1540
13909,0,-1,0.5874039870686829,19,0,1,1,22950,-1,-1,0,-1,145.76310024267778,-16.9190669067143,1540
11024,1,-1,0.8059657260309905,19,0,1,1,67089,-1,-1,0,-1,145.76447331980637,-16.918588517781377,1724
11770,0,-1,0.785939788678661,22,0,1,1,67089,-1,-1,0,-1,145.76439399619295,-16.918715522399832,1723
7116,1,-1,0.6963858993258327,20,1,1,1,21693,-1,-1,0,-1,145.763796309506,-16.91979651150766,1658
9180,0,-1,0.0031985705718398094,20,0,1,1,21693,-1,-1,0,-1,145.76387877191635,-16.919680996403454,1658
9857,0,-1,5.30613586306572e-4,20,0,1,1,55377,-1,-1,0,-1,145.76297773528066,-16.917159082430956,1499
10865,0,-1,0.17913452303037047,20,0,1,1,55377,-1,-1,0,-1,145.76300886898287,-16.917053240672622,1500
2368,1,-1,0.19350121030583978,21,1,1,1,26646,-1,-1,0,-1,145.76424321119342,-16.921001491767633,1685
6223,0,-1,0.5325424314942211,21,0,1,1,26646,-1,-1,0,-1,145.7642833737009,-16.920921852399495,1714
9347,1,-1,0.0948739277664572,21,1,1,1,26646,-1,-1,0,-1,145.7644324824161,-16.921039647527166,1714
384,1,-1,0.6652580120135099,21,1,1,1,36629,-1,-1,0,-1,145.7646944762543,-16.920591002929637,1743
5309,1,-1,0.22862344491295516,22,1,1,1,36629,-1,-1,0,-1,145.7647167539325,-16.920582072921675,1743
5658,1,-1,0.8263775098603219,21,1,1,1,36629,-1,-1,0,-1,145.76484980902947,-16.920636612888508,1768
7167,1,-1,0.610030717914924,17,0,1,1,36629,-1,-1,0,-1,145.76471494401653,-16.920660602579744,1742
7611,1,-1,0.9933307140599936,19,0,1,1,36629,-1,-1,0,-1,145.76481974221792,-16.920677467721923,1767
9797,0,-1,0.37537078629247844,21,0,1,1,36629,-1,-1,0,-1,145.76475128000888,-16.92070454796707,1742
2077,0,-1,0.3123883348889649,17,0,1,1,323,-1,-1,0,-1,145.75589600095822,-16.913717556039668,211
3013,1,-1,0.20104533853009343,21,1,1,1,323,-1,-1,0,-1,145.75596926704236,-16.913831525071835,211
14010,0,-1,0.11314248410053551,17,0,1,1,323,-1,-1,0,-1,145.7560647700131,-16.91384402211355,239
863,0,-1,0.8513538297265768,20,0,1,1,38864,-1,-1,0,-1,145.76640420249117,-16.92232192368293,1884
10122,1,-1,0.8699856600724161,23,1,1,1,38864,-1,-1,0,-1,145.76640671247836,-16.922376268168872,1884
14828,0,-1,0.5231580706313252,17,0,1,1,38864,-1,-1,0,-1,145.76625831053772,-16.922402170764617,1863
32,0,-1,0.7175122352782637,20,0,1,0,-1,-1,-1,0,-1,145.76413965634993,-16.920991946043795,1685
38,0,-1,0.14957253355532885,19,0,1,0,-1,-1,-1,0,-1,145.75463536714759,-16.916512336701032,90
39,1,-1,0.035938558634370565,20,1,1,0,-1,-1,-1,0,-1,145.7626145128146,-16.91489411142808,1455
57,1,-1,0.7276219921186566,20,1,1,0,-1,-1,-1,0,-1,145.76490264529485,-16.92167425061301,1763
72,1,-1,0.29466360923834145,20,1,1,0,-1,-1,-1,0,-1,145.76163214181486,-16.911921924055566,1239
73,1,-1,0.9872842996846884,20,1,1,0,-1,-1,-1,0,-1,145.7604898103443,-16.917296150269056,945
88,0,-1,0.2830756311304867,20,0,1,0,-1,-1,-1,0,-1,145.76459154565433,-16.918792100310224,1750
95,1,-1,0.5272250676061958,22,1,1,0,-1,-1,-1,0,-1,145.76502592786724,-16.920984828930536,1766
106,0,-1,0.5602162128780037,21,0,1,0,-1,-1,-1,0,-1,145.763552418907,-16.922442002928587,1612
107,1,-1,0.12033987022005022,20,1,1,0,-1,-1,-1,0,-1,145.76858989417502,-16.919868718655504,2077
112,1,-1,0.896636605495587,18,0,1,0,-1,-1,-1,0,-1,145.75585394090422,-16.914673106774288,207
144,1,-1,0.8832860251422971,19,0,1,0,-1,-1,-1,0,-1,145.75641919297678,-16.91412542724665,268
162,0,-1,0.2582825461868197,16,0,1,0,-1,-1,-1,0,-1,145.75497336805273,-16.916696976285618,107
163,1,-1,0.7033085271250457,16,0,1,0,-1,-1,-1,0,-1,145.76327153117396,-16.91921247084438,1539
174,0,-1,0.48127853590995073,21,0,1,0,-1,-1,-1,0,-1,145.76020956210664,-16.91539013894157,904
181,1,-1,0.18208257132209837,21,1,1,0,-1,-1,-1,0,-1,145.76277075782033,-16.921855011250013,1429
185,1,-1,0.6214905770029873,22,1,1,0,-1,-1,-1,0,-1,145.7618531243728,-16.92149372422925,1259
199,1,-1,0.624758517369628,20,1,1,0,-1,-1,-1,0,-1,145.7689810376738,-16.918580993975286,2103
200,0,-1,0.22047053277492523,18,0,1,0,-1,-1,-1,0,-1,145.76191701141295,-16.917728957856426,1274
202,1,-1,0.8637488246895373,21,1,1,0,-1,-1,-1,0,-1,145.75440559740218,-16.915490660689134,77
237,0,-1,0.9110071663744748,21,0,1,0,-1,-1,-1,0,-1,145.761671169086,-16.911542085641393,1241
242,1,-1,0.09372221701778471,20,1,1,0,-1,-1,-1,0,-1,145.76249281719473,-16.913656972958528,1405
244,0,-1,0.6838791617192328,18,0,1,0,-1,-1,-1,0,-1,145.7631618841925,-16.92267213505089,1525
255,1,-1,0.7404038263484836,19,0,1,0,-1,-1,-1,0,-1,145.76020876749834,-16.91499547410271,905
256,1,-1,0.7529464641120285,21,1,1,0,-1,-1,-1,0,-1,145.76063487291148,-16.919994019466532,985
267,0,-1,0.43749741557985544,22,0,1,0,-1,-1,-1,0,-1,145.75907965008886,-16.916850703941435,705
274,1,-1,0.6907686695922166,21,1,1,0,-1,-1,-1,0,-1,145.76717364448578,-16.919055917233006,1958
289,0,-1,0.16173859359696507,19,0,1,0,-1,-1,-1,0,-1,145.76108460672475,-16.911225340999156,1127
291,1,-1,0.7778939141426235,20,1,1,0,-1,-1,-1,0,-1,145.76268400667925,-16.922909890132853,1424
299,1,-1,0.3496802747249603,21,1,1,0,-1,-1,-1,0,-1,145.76264610436507,-16.922026199243028,1428
300,0,-1,0.7529199623968452,21,0,1,0,-1,-1,-1,0,-1,145.7678017188746,-16.918044045292092,2023
304,0,-1,0.41782808280549943,21,0,1,0,-1,-1,-1,0,-1,145.75624728353375,-16.915742236023505,231
309,1,-1,0.772358600050211,20,1,1,0,-1,-1,-1,0,-1,145.76455576601685,-16.92391201490109,1729
315,1,-1,0.7558922998141497,22,1,1,0,-1,-1,-1,0,-1,145.76858121338674,-16.91693894573382,2088
319,1,-1,0.657194813946262,22,1,1,0,-1,-1,-1,0,-1,145.75350734208382,-16.91366888253072,32
320,1,-1,0.2645343905314803,21,1,1,0,-1,-1,-1,0,-1,145.76325702011528,-16.917730560491997,1545
335,1,-1,0.9091757801361382,23,1,1,0,-1,-1,-1,0,-1,145.76218490825147,-16.915810366277153,1340
351,1,-1,0.5403949250467122,21,1,1,0,-1,-1,-1,0,-1,145.760988463298,-16.91378098230745,1063
358,1,-1,0.17830118932761252,20,1,1,0,-1,-1,-1,0,-1,145.76815285713286,-16.91934034716636,2039
