ID,gender,mateID,enzyme,age,gonoCycle,timeDeath,typeDeath,whereTrapped,motherID,fatherID,infStatus,releaseLoc,long,lat,gridID
5067,0,-1,0.10100721614435315,19,0,1,1,301,-1,-1,
