"","ID","gender","mateID","enzyme","age","gonoCycle","timeDeath","typeDeath","whereTrapped","motherID","fatherID","infStatus","releaseLoc","long","lat","gridID"
"1",6307,1,-1,0.400348188355565,19,0,1,1,301,-1,-1,0,-1,145.756925518093,-16.9151446545263,328
"2",10182,1,-1,0.356364826671779,19,0,1,1,301,-1,-1,0,-1,145.756914428846,-16.9151184125783,328
"3",726,0,-1,0.574671530397609,23,0,1,1,47501,-1,-1,0,-1,145.7604113401,-16.9154620504024,952
"4",8662,0,-1,0.109928829595447,20,0,1,1,47501,-1,-1,0,-1,145.760282996977,-16.9153641359336,953
"5",12206,1,-1,0.492700346745551,21,1,1,1,47501,-1,-1,0,-1,145.760296086916,-16.9153798928754,953
"6",7365,1,-1,0.768373615341261,21,1,1,1,271,-1,-1,0,-1,145.756116558008,-16.9159484465355,230
"7",13971,1,-1,0.518614242784679,21,1,1,1,271,-1,-1,0,-1,145.756245037729,-16.9158620978639,231
"8",2512,1,-1,0.615242588566616,19,0,1,1,287,-1,-1,0,-1,145.757117943272,-16.9159624545047,360
"9",13148,1,-1,0.210222429595888,18,0,1,1,287,-1,-1,0,-1,145.757091272216,-16.9159153563571,360
"10",241,1,-1,0.496612372575328,23,1,1,1,26103,-1,-1,0,-1,145.753014885928,-16.9144718904372,13
"11",3466,0,-1,0.986382134491578,20,0,1,1,26103,-1,-1,0,-1,145.753002080697,-16.9145604718168,13
"12",7306,0,-1,0.606116895796731,17,0,1,1,26103,-1,-1,0,-1,145.752863248766,-16.9145873064941,13
"13",8978,0,-1,0.637264437507838,23,0,1,1,900029,-1,-1,0,-1,145.762416227061,-16.9179482570676,1388
"14",10757,1,-1,0.732422650326043,22,1,1,1,900029,-1,-1,0,-1,145.762477510829,-16.9179144735159,1388
"15",5632,1,-1,0.0455401018261909,22,1,1,1,303,-1,-1,0,-1,145.755830308166,-16.9137648311398,211
"16",10170,1,-1,0.123234633589163,20,1,1,1,303,-1,-1,0,-1,145.755688589535,-16.9137720414355,185
"17",14669,1,-1,0.751823743339628,21,1,1,1,303,-1,-1,0,-1,145.755837706511,-16.9137341171834,211
"18",6964,0,-1,0.826519857859239,21,0,1,1,309,-1,-1,0,-1,145.756827829568,-16.9145421357202,330
"19",12075,0,-1,0.753950677812099,20,0,1,1,309,-1,-1,0,-1,145.756832533887,-16.9144380813785,330
"20",14650,1,-1,0.1367458908353,20,1,1,1,309,-1,-1,0,-1,145.756758818803,-16.9144495178958,297
"21",10021,0,-1,0.725694434950128,23,0,1,1,3543,-1,-1,0,-1,145.763960931202,-16.9240624543493,1641
"22",13807,0,-1,0.23002222715877,20,0,1,1,3543,-1,-1,0,-1,145.764005440705,-16.924027972538,1641
"23",3843,1,-1,0.659332169685513,21,1,1,1,44074,-1,-1,0,-1,145.76088210916,-16.923663684563,1023
"24",7480,0,-1,0.215084546711296,19,0,1,1,44074,-1,-1,0,-1,145.760962315685,-16.9236490828055,1024
"25",8058,1,-1,0.0866376580670476,19,0,1,1,44074,-1,-1,0,-1,145.760979221644,-16.9235871085422,1024
"26",10336,0,-1,0.610341457882896,19,0,1,1,6511,-1,-1,0,-1,145.762365556117,-16.920304183451,1379
"27",14566,0,-1,0.691044304287061,20,0,1,1,6511,-1,-1,0,-1,145.762215160527,-16.9203574361532,1322
"28",2005,1,-1,0.342329904669896,24,1,1,1,26687,-1,-1,0,-1,145.760551921578,-16.9211405431857,981
"29",8018,1,-1,0.916141822002828,18,0,1,1,26687,-1,-1,0,-1,145.760497052238,-16.9211336243152,930
"30",8624,1,-1,0.85757871158421,21,1,1,1,26687,-1,-1,0,-1,145.760600263644,-16.9210274018507,981
"31",8809,0,-1,0.988678845344111,18,0,1,1,26687,-1,-1,0,-1,145.760594291468,-16.9211418910858,981
"32",8674,1,-1,0.779110667062923,23,1,1,1,23463,-1,-1,0,-1,145.761014616328,-16.917221791341,1049
"33",9549,0,-1,0.855141937267035,23,0,1,1,23463,-1,-1,0,-1,145.761063967523,-16.917187312562,1103
"34",4925,0,-1,0.117209368851036,19,0,1,1,573,-1,-1,0,-1,145.761640940035,-16.9233086812351,1194
"35",6521,1,-1,0.757716841297224,22,1,1,1,573,-1,-1,0,-1,145.761619867471,-16.9233542241656,1194
"36",9823,0,-1,0.188694489421323,20,0,1,1,573,-1,-1,0,-1,145.761690487164,-16.9233175237936,1194
"37",13341,1,-1,0.846427663462237,18,0,1,1,573,-1,-1,0,-1,145.761676659583,-16.9233306788741,1194
"38",514,0,-1,0.0063341585919261,19,0,1,1,602,-1,-1,0,-1,145.762344530693,-16.9233837593974,1367
"39",7907,1,-1,0.510491754161194,19,0,1,1,602,-1,-1,0,-1,145.762186642627,-16.9234554661389,1309
"40",8826,1,-1,0.21172207640484,20,1,1,1,602,-1,-1,0,-1,145.762177616387,-16.9234160050887,1309
"41",9199,0,-1,0.562052050838247,21,0,1,1,602,-1,-1,0,-1,145.762183949884,-16.9234734133693,1309
"42",6622,0,-1,0.851408018032089,18,0,1,1,619,-1,-1,0,-1,145.763215131907,-16.9231033231708,1524
"43",11211,1,-1,0.973846851615235,20,1,1,1,619,-1,-1,0,-1,145.763265260686,-16.9230421788482,1524
"44",1455,1,-1,0.149655070854351,21,1,1,1,626,-1,-1,0,-1,145.763301272609,-16.9224468704794,1571
